Year,Month,Day,Hour,Minute,Second,HYY_EDDY233.GPP
2003,01,11,09,00,00,0.006
2003,01,11,10,00,00,0.4895
2003,01,11,11,00,00,1.4715
2003,01,11,12,00,00,1.4095
2003,01,11,13,00,00,0.775
2003,01,11,14,00,00,0.2835
2003,01,11,15,00,00,-0.048
2003,01,11,16,00,00,-0.509
2003,01,11,17,00,00,-0.641
2003,01,11,18,00,00,-0.481
2003,01,11,19,00,00,-0.052
2003,01,11,20,00,00,0.108
2003,01,11,21,00,00,-0.1915
2003,01,11,22,00,00,-0.09
2003,01,11,23,00,00,-0.489
2003,01,12,00,00,00,0.085
2003,01,12,01,00,00,0.118
2003,01,12,02,00,00,0.0375
2003,01,12,03,00,00,0.0735
2003,01,12,04,00,00,-0.2845
2003,01,12,05,00,00,-0.6145
2003,01,12,06,00,00,-1.2405
2003,01,12,07,00,00,0.046
2003,01,12,08,00,00,0.227
2003,01,12,09,00,00,0.031
2003,01,12,10,00,00,0.1455
2003,01,12,11,00,00,0.3585
2003,01,12,12,00,00,0.263
2003,01,12,13,00,00,0.2575
2003,01,12,14,00,00,0.1615
2003,01,12,15,00,00,0.0355
2003,01,12,16,00,00,0
2003,01,12,17,00,00,0
2003,01,12,18,00,00,0.8045
2003,01,12,19,00,00,0.831
2003,01,12,20,00,00,0.845
2003,01,12,21,00,00,0.6005
2003,01,12,22,00,00,1.197
2003,01,12,23,00,00,1.332
2003,01,13,00,00,00,0.5145
2003,01,13,01,00,00,1.125
2003,01,13,02,00,00,1.0175
2003,01,13,03,00,00,0.7005
2003,01,13,04,00,00,0.2175
2003,01,13,05,00,00,0.1895
2003,01,13,06,00,00,0.302
2003,01,13,07,00,00,-0.1485
2003,01,13,08,00,00,-1.8265
2003,01,13,09,00,00,-1.0685
2003,01,13,10,00,00,-0.669
2003,01,13,11,00,00,-0.33
2003,01,13,12,00,00,-0.1585
2003,01,13,13,00,00,0.3115
2003,01,13,14,00,00,-0.3455
2003,01,13,15,00,00,-0.4775
2003,01,13,16,00,00,-0.292
2003,01,13,17,00,00,-0.4555
2003,01,13,18,00,00,-0.569
2003,01,13,19,00,00,-0.6105
2003,01,13,20,00,00,0
2003,01,13,21,00,00,0
2003,01,13,22,00,00,0
2003,01,13,23,00,00,0
2003,01,14,00,00,00,0
2003,01,14,01,00,00,0
2003,01,14,02,00,00,0
2003,01,14,03,00,00,0
2003,01,14,04,00,00,0
2003,01,14,05,00,00,0
2003,01,14,06,00,00,0
2003,01,14,07,00,00,0.2725
2003,01,14,08,00,00,1.68
2003,01,14,09,00,00,1.538
2003,01,14,10,00,00,1.3365
2003,01,14,11,00,00,1.771
2003,01,14,12,00,00,1.5335
2003,01,14,13,00,00,1.2145
2003,01,14,14,00,00,0.589
2003,01,14,15,00,00,0.839
2003,01,14,16,00,00,0.693
2003,01,14,17,00,00,0.7635
2003,01,14,18,00,00,0.283
2003,01,14,19,00,00,0.3315
2003,01,14,20,00,00,0.192
2003,01,14,21,00,00,-0.0005
2003,01,14,22,00,00,0.1235
2003,01,14,23,00,00,0
2003,01,15,00,00,00,0.0145
2003,01,15,01,00,00,0
2003,01,15,02,00,00,-0.028
2003,01,15,03,00,00,-0.0245
2003,01,15,04,00,00,0.0885
2003,01,15,05,00,00,0.266
2003,01,15,06,00,00,0
2003,01,15,07,00,00,-0.269
2003,01,15,08,00,00,0.0005
2003,01,15,09,00,00,0.0265
2003,01,15,10,00,00,0.148
2003,01,15,11,00,00,0.2255
2003,01,15,12,00,00,0.1905
2003,01,15,13,00,00,0.617
2003,01,15,14,00,00,0.335
2003,01,15,15,00,00,0.2395
2003,01,15,16,00,00,0
2003,01,15,17,00,00,0.6445
2003,01,15,18,00,00,0.7825
2003,01,15,19,00,00,0.455
2003,01,15,20,00,00,0.5655
2003,01,15,21,00,00,0
2003,01,15,22,00,00,0
2003,01,15,23,00,00,0
2003,01,16,00,00,00,-0.879
2003,01,16,01,00,00,0
2003,01,16,02,00,00,0
2003,01,16,03,00,00,0
2003,01,16,04,00,00,-0.8975
2003,01,16,05,00,00,-0.074
2003,01,16,06,00,00,-0.173
2003,01,16,07,00,00,-0.2045
2003,01,16,08,00,00,-0.076
2003,01,16,09,00,00,-0.285
2003,01,16,10,00,00,-0.5305
2003,01,16,11,00,00,0.24
2003,01,16,12,00,00,-0.187
2003,01,16,13,00,00,0.02
2003,01,16,14,00,00,-0.6505
2003,01,16,15,00,00,-0.4075
2003,01,16,16,00,00,-0.844
2003,01,16,17,00,00,-0.659
2003,01,16,18,00,00,-0.5435
2003,01,16,19,00,00,-0.152
2003,01,16,20,00,00,-0.525
2003,01,16,21,00,00,-0.218
2003,01,16,22,00,00,-0.1665
2003,01,16,23,00,00,-0.073
2003,01,17,00,00,00,-0.3595
2003,01,17,01,00,00,0.047
2003,01,17,02,00,00,-0.323
2003,01,17,03,00,00,-0.1125
2003,01,17,04,00,00,-1.2575
2003,01,17,05,00,00,0
2003,01,17,06,00,00,0
2003,01,17,07,00,00,0
2003,01,17,08,00,00,0.3055
2003,01,17,09,00,00,0.037
2003,01,17,10,00,00,0.154
2003,01,17,11,00,00,0.268
2003,01,17,12,00,00,0.532
2003,01,17,13,00,00,0.479
2003,01,17,14,00,00,0.103
2003,01,17,15,00,00,0.0215
2003,01,17,16,00,00,0.2805
2003,01,17,17,00,00,0
2003,01,17,18,00,00,0.1835
2003,01,17,19,00,00,0.5605
2003,01,17,20,00,00,0.4315
2003,01,17,21,00,00,0.347
2003,01,17,22,00,00,0.3235
2003,01,17,23,00,00,-0.528
2003,01,18,00,00,00,-0.405
2003,01,18,01,00,00,-0.1125
2003,01,18,02,00,00,0
2003,01,18,03,00,00,0
2003,01,18,04,00,00,0
2003,01,18,05,00,00,0
2003,01,18,06,00,00,0
2003,01,18,07,00,00,0.4245
2003,01,18,08,00,00,-0.197
2003,01,18,09,00,00,0.0235
2003,01,18,10,00,00,0.0815
2003,01,18,11,00,00,0.0835
2003,01,18,12,00,00,0.148
2003,01,18,13,00,00,0.1425
2003,01,18,14,00,00,0.0605
2003,01,18,15,00,00,0.3075
2003,01,18,16,00,00,0.2745
2003,01,18,17,00,00,-0.417
2003,01,18,18,00,00,-0.075
2003,01,18,19,00,00,-0.2155
2003,01,18,20,00,00,-0.005
2003,01,18,21,00,00,-1.3105
2003,01,18,22,00,00,0.264
2003,01,18,23,00,00,-0.599
2003,01,19,00,00,00,-0.152
2003,01,19,01,00,00,-0.073
2003,01,19,02,00,00,-0.414
2003,01,19,03,00,00,-0.695
2003,01,19,04,00,00,0.114
2003,01,19,05,00,00,-0.171
2003,01,19,06,00,00,-0.9545
2003,01,19,07,00,00,-0.67
2003,01,19,08,00,00,-1.0925
2003,01,19,09,00,00,-0.8775
2003,01,19,10,00,00,-0.2305
2003,01,19,11,00,00,0.052
2003,01,19,12,00,00,0.317
2003,01,19,13,00,00,0.28
2003,01,19,14,00,00,-0.195
2003,01,19,15,00,00,-0.231
2003,01,19,16,00,00,-0.6615
2003,01,19,17,00,00,-0.855
2003,01,19,18,00,00,-0.6385
2003,01,19,19,00,00,-1.6005
2003,01,19,20,00,00,-0.6055
2003,01,19,21,00,00,-0.3345
2003,01,19,22,00,00,-0.2145
2003,01,19,23,00,00,-0.265
2003,01,20,00,00,00,-0.297
2003,01,20,01,00,00,-0.1025
2003,01,20,02,00,00,-0.2445
2003,01,20,03,00,00,0
2003,01,20,04,00,00,0
2003,01,20,05,00,00,-0.1725
2003,01,20,06,00,00,-0.2225
2003,01,20,07,00,00,0.122
2003,01,20,08,00,00,0.1305
2003,01,20,09,00,00,-0.3205
2003,01,20,10,00,00,0.5225
2003,01,20,11,00,00,0.6025
2003,01,20,12,00,00,0.482
2003,01,20,13,00,00,0.408
2003,01,20,14,00,00,0.402
2003,01,20,15,00,00,0.3675
2003,01,20,16,00,00,0.1545
2003,01,20,17,00,00,0.7165
2003,01,20,18,00,00,0.6495
2003,01,20,19,00,00,0.8435
2003,01,20,20,00,00,0.893
2003,01,20,21,00,00,0.5625
2003,01,20,22,00,00,0.7725
2003,01,20,23,00,00,0.7165
2003,01,21,00,00,00,0.2375
2003,01,21,01,00,00,0.1515
2003,01,21,02,00,00,0.5245
2003,01,21,03,00,00,0.678
2003,01,21,04,00,00,0
2003,01,21,05,00,00,0
2003,01,21,06,00,00,0
2003,01,21,07,00,00,0
2003,01,21,08,00,00,0
2003,01,21,09,00,00,0.0225
2003,01,21,10,00,00,0.088
2003,01,21,11,00,00,-0.465
2003,01,21,12,00,00,0.1195
2003,01,21,13,00,00,-0.1265
2003,01,21,14,00,00,-0.1425
2003,01,21,15,00,00,0.504
2003,01,21,16,00,00,1.862
2003,01,21,17,00,00,-0.0395
2003,01,21,18,00,00,0
2003,01,21,19,00,00,0
2003,01,21,20,00,00,0
2003,01,21,21,00,00,0.3615
2003,01,21,22,00,00,0.182
2003,01,21,23,00,00,0.3355
2003,01,22,00,00,00,-0.2745
2003,01,22,01,00,00,0.3645
2003,01,22,02,00,00,0.1325
2003,01,22,03,00,00,0.386
2003,01,22,04,00,00,0.4385
2003,01,22,05,00,00,0.364
2003,01,22,06,00,00,-0.48
2003,01,22,07,00,00,0.1205
2003,01,22,08,00,00,0.0425
2003,01,22,09,00,00,-0.0565
2003,01,22,10,00,00,0.25
2003,01,22,11,00,00,0.73
2003,01,22,12,00,00,0.1785
2003,01,22,13,00,00,0.9205
2003,01,22,14,00,00,0.3615
2003,01,22,15,00,00,0.342
2003,01,22,16,00,00,0.584
2003,01,22,17,00,00,-0.0325
2003,01,22,18,00,00,-0.0145
2003,01,22,19,00,00,-0.0595
2003,01,22,20,00,00,-0.2555
2003,01,22,21,00,00,-0.151
2003,01,22,22,00,00,0.183
2003,01,22,23,00,00,0.034
2003,01,23,00,00,00,0.0385
2003,01,23,01,00,00,0.315
2003,01,23,02,00,00,0.0515
2003,01,23,03,00,00,0.053
2003,01,23,04,00,00,0.2225
2003,01,23,05,00,00,0.0235
2003,01,23,06,00,00,-0.1825
2003,01,23,07,00,00,-0.0575
2003,01,23,08,00,00,0.2805
2003,01,23,09,00,00,0.0155
2003,01,23,10,00,00,0.279
2003,01,23,11,00,00,0.519
2003,01,23,12,00,00,0.767
2003,01,23,13,00,00,0.464
2003,01,23,14,00,00,0.2495
2003,01,23,15,00,00,0.0755
2003,01,23,16,00,00,0.0975
2003,01,23,17,00,00,0.1485
2003,01,23,18,00,00,0
2003,01,23,19,00,00,0.0075
2003,01,23,20,00,00,-1.4475
2003,01,23,21,00,00,-1.189
2003,01,23,22,00,00,-1.6895
2003,01,23,23,00,00,-0.8515
2003,01,24,00,00,00,-0.326
2003,01,24,01,00,00,0
2003,01,24,02,00,00,0
2003,01,24,03,00,00,0
2003,01,24,04,00,00,0
2003,01,24,05,00,00,0
2003,01,24,06,00,00,0
2003,01,24,07,00,00,0
2003,01,24,08,00,00,0.0035
2003,01,24,09,00,00,0.087
2003,01,24,10,00,00,0.2985
2003,01,24,11,00,00,0.4605
2003,01,24,12,00,00,0.234
2003,01,24,13,00,00,0.418
2003,01,24,14,00,00,0.2325
2003,01,24,15,00,00,0.0755
2003,01,24,16,00,00,-0.932
2003,01,24,17,00,00,-0.119
2003,01,24,18,00,00,0.844
2003,01,24,19,00,00,0.5715
2003,01,24,20,00,00,1.081
2003,01,24,21,00,00,1.274
2003,01,24,22,00,00,0.9215
2003,01,24,23,00,00,1.1285
2003,01,25,00,00,00,1.139
2003,01,25,01,00,00,1.152
2003,01,25,02,00,00,0.317
2003,01,25,03,00,00,0.6655
2003,01,25,04,00,00,0.023
2003,01,25,05,00,00,0.4905
2003,01,25,06,00,00,-0.6215
2003,01,25,07,00,00,0.362
2003,01,25,08,00,00,-0.293
2003,01,25,09,00,00,-0.285
2003,01,25,10,00,00,0.75
2003,01,25,11,00,00,0.644
2003,01,25,12,00,00,0.95
2003,01,25,13,00,00,0.354
2003,01,25,14,00,00,0.29
2003,01,25,15,00,00,0.105
2003,01,25,16,00,00,0.0065
2003,01,25,17,00,00,0
2003,01,25,18,00,00,0
2003,01,25,19,00,00,0
2003,01,25,20,00,00,0.0415
2003,01,25,21,00,00,0
2003,01,25,22,00,00,0.0905
2003,01,25,23,00,00,0.261
2003,01,26,00,00,00,-0.162
2003,01,26,01,00,00,-0.183
2003,01,26,02,00,00,-0.178
2003,01,26,03,00,00,-0.874
2003,01,26,04,00,00,-0.1745
2003,01,26,05,00,00,0
2003,01,26,06,00,00,0
2003,01,26,07,00,00,0
2003,01,26,08,00,00,0.001
2003,01,26,09,00,00,0.0135
2003,01,26,10,00,00,0.046
2003,01,26,11,00,00,0.068
2003,01,26,12,00,00,0.075
2003,01,26,13,00,00,0.12
2003,01,26,14,00,00,0.0655
2003,01,26,15,00,00,0.0235
2003,01,26,16,00,00,0.0015
2003,01,26,17,00,00,0
2003,01,26,18,00,00,0.177
2003,01,26,19,00,00,0.171
2003,01,26,20,00,00,-0.943
2003,01,26,21,00,00,-0.311
2003,01,26,22,00,00,-0.4045
2003,01,26,23,00,00,0.105
2003,01,27,00,00,00,-0.236
2003,01,27,01,00,00,-0.421
2003,01,27,02,00,00,-0.6525
2003,01,27,03,00,00,-0.165
2003,01,27,04,00,00,-0.206
2003,01,27,05,00,00,-0.5705
2003,01,27,06,00,00,-0.7845
2003,01,27,07,00,00,-1.6695
2003,01,27,08,00,00,-1.046
2003,01,27,09,00,00,-0.817
2003,01,27,10,00,00,-0.933
2003,01,27,11,00,00,-0.567
2003,01,27,12,00,00,-0.2765
2003,01,27,13,00,00,-0.35
2003,01,27,14,00,00,-0.139
2003,01,27,15,00,00,-0.337
2003,01,27,16,00,00,-0.4635
2003,01,27,17,00,00,-0.3615
2003,01,27,18,00,00,-0.2455
2003,01,27,19,00,00,-0.3765
2003,01,27,20,00,00,0
2003,01,27,21,00,00,0
2003,01,27,22,00,00,0
2003,01,27,23,00,00,0
2003,01,28,00,00,00,0
2003,01,28,01,00,00,0
2003,01,28,02,00,00,0
2003,01,28,03,00,00,0
2003,01,28,04,00,00,0
2003,01,28,05,00,00,0
2003,01,28,06,00,00,0
2003,01,28,07,00,00,0
2003,01,28,08,00,00,0.0065
2003,01,28,09,00,00,0.123
2003,01,28,10,00,00,0.3135
2003,01,28,11,00,00,0.3085
2003,01,28,12,00,00,0.48
2003,01,28,13,00,00,0.639
2003,01,28,14,00,00,0.352
2003,01,28,15,00,00,0.108
2003,01,28,16,00,00,0.0145
2003,01,28,17,00,00,0
2003,01,28,18,00,00,0
2003,01,28,19,00,00,0
2003,01,28,20,00,00,0
2003,01,28,21,00,00,0
2003,01,28,22,00,00,0
2003,01,28,23,00,00,0
2003,01,29,00,00,00,0
2003,01,29,01,00,00,0
2003,01,29,02,00,00,0
2003,01,29,03,00,00,0
2003,01,29,04,00,00,0
2003,01,29,05,00,00,0
2003,01,29,06,00,00,0
2003,01,29,07,00,00,0
2003,01,29,08,00,00,0.0065
2003,01,29,09,00,00,0.113
2003,01,29,10,00,00,0.227
2003,01,29,11,00,00,0.3085
2003,01,29,12,00,00,0.295
2003,01,29,13,00,00,-0.0385
2003,01,29,14,00,00,0.1035
2003,01,29,15,00,00,-0.734
2003,01,29,16,00,00,-0.795
2003,01,29,17,00,00,-0.1575
2003,01,29,18,00,00,0
2003,01,29,19,00,00,-0.4155
2003,01,29,20,00,00,-0.0635
2003,01,29,21,00,00,0.083
2003,01,29,22,00,00,0
2003,01,29,23,00,00,0
2003,01,30,00,00,00,0
2003,01,30,01,00,00,0
2003,01,30,02,00,00,0
2003,01,30,03,00,00,0
2003,01,30,04,00,00,0
2003,01,30,05,00,00,0
2003,01,30,06,00,00,0
2003,01,30,07,00,00,0
2003,01,30,08,00,00,0.006
2003,01,30,09,00,00,0.1025
2003,01,30,10,00,00,0.328
2003,01,30,11,00,00,0.4735
2003,01,30,12,00,00,0.4805
2003,01,30,13,00,00,0.4825
2003,01,30,14,00,00,0.345
2003,01,30,15,00,00,0.136
2003,01,30,16,00,00,-0.1105
2003,01,30,17,00,00,0
2003,01,30,18,00,00,0
2003,01,30,19,00,00,0
2003,01,30,20,00,00,0
2003,01,30,21,00,00,0
2003,01,30,22,00,00,0
2003,01,30,23,00,00,0
2003,01,31,00,00,00,0
2003,01,31,01,00,00,0
2003,01,31,02,00,00,0
2003,01,31,03,00,00,0
2003,01,31,04,00,00,0
2003,01,31,05,00,00,0
2003,01,31,06,00,00,0
2003,01,31,07,00,00,0
2003,01,31,08,00,00,0.0065
2003,01,31,09,00,00,0.071
2003,01,31,10,00,00,0.236
2003,01,31,11,00,00,0.41
2003,01,31,12,00,00,0.4525
2003,01,31,13,00,00,0.401
2003,01,31,14,00,00,0.2945
2003,01,31,15,00,00,0.1225
2003,01,31,16,00,00,0.0135
2003,01,31,17,00,00,0
2003,01,31,18,00,00,0
2003,01,31,19,00,00,0
2003,01,31,20,00,00,0
2003,01,31,21,00,00,0
2003,01,31,22,00,00,0
2003,01,31,23,00,00,0
2003,02,01,00,00,00,0
2003,02,01,01,00,00,0
2003,02,01,02,00,00,0
2003,02,01,03,00,00,0
2003,02,01,04,00,00,0
2003,02,01,05,00,00,0
2003,02,01,06,00,00,0
2003,02,01,07,00,00,0
2003,02,01,08,00,00,0.006
2003,02,01,09,00,00,0.075
2003,02,01,10,00,00,0.1255
2003,02,01,11,00,00,0.237
2003,02,01,12,00,00,0.3625
2003,02,01,13,00,00,0.2595
2003,02,01,14,00,00,0.165
2003,02,01,15,00,00,0.0345
2003,02,01,16,00,00,0.004
2003,02,01,17,00,00,0
2003,02,01,18,00,00,0
2003,02,01,19,00,00,0
2003,02,01,20,00,00,0
2003,02,01,21,00,00,0
2003,02,01,22,00,00,0
2003,02,01,23,00,00,0
2003,02,02,00,00,00,0
2003,02,02,01,00,00,0
2003,02,02,02,00,00,0
2003,02,02,03,00,00,0.165
2003,02,02,04,00,00,0.306
2003,02,02,05,00,00,0.143
2003,02,02,06,00,00,0
2003,02,02,07,00,00,-0.2535
2003,02,02,08,00,00,0.04
2003,02,02,09,00,00,-0.059
2003,02,02,10,00,00,-0.527
2003,02,02,11,00,00,0.661
2003,02,02,12,00,00,0.5445
2003,02,02,13,00,00,-0.0105
2003,02,02,14,00,00,0.508
2003,02,02,15,00,00,0.1955
2003,02,02,16,00,00,-0.1465
2003,02,02,17,00,00,-0.0385
2003,02,02,18,00,00,-0.167
2003,02,02,19,00,00,-0.161
2003,02,02,20,00,00,0.465
2003,02,02,21,00,00,0.1175
2003,02,02,22,00,00,0.3065
2003,02,02,23,00,00,0.8035
2003,02,03,00,00,00,-0.0615
2003,02,03,01,00,00,0.0005
2003,02,03,02,00,00,-0.098
2003,02,03,03,00,00,0.049
2003,02,03,04,00,00,0.0635
2003,02,03,05,00,00,0.0955
2003,02,03,06,00,00,-0.1345
2003,02,03,07,00,00,0.011
2003,02,03,08,00,00,-0.2075
2003,02,03,09,00,00,0.0905
2003,02,03,10,00,00,0.134
2003,02,03,11,00,00,0.155
2003,02,03,12,00,00,0.031
2003,02,03,13,00,00,0.0565
2003,02,03,14,00,00,-0.2365
2003,02,03,15,00,00,0.4065
2003,02,03,16,00,00,0.093
2003,02,03,17,00,00,0.4655
2003,02,03,18,00,00,0.0945
2003,02,03,19,00,00,-0.5615
2003,02,03,20,00,00,0.144
2003,02,03,21,00,00,0.344
2003,02,03,22,00,00,0.245
2003,02,03,23,00,00,-0.092
2003,02,04,00,00,00,0.248
2003,02,04,01,00,00,0.2585
2003,02,04,02,00,00,-0.058
2003,02,04,03,00,00,-0.2015
2003,02,04,04,00,00,0.3085
2003,02,04,05,00,00,0.012
2003,02,04,06,00,00,0.411
2003,02,04,07,00,00,0.108
2003,02,04,08,00,00,-0.7195
2003,02,04,09,00,00,0.0385
2003,02,04,10,00,00,-0.0125
2003,02,04,11,00,00,0.418
2003,02,04,12,00,00,0.464
2003,02,04,13,00,00,0.1845
2003,02,04,14,00,00,0.276
2003,02,04,15,00,00,0.0125
