Year,Month,Day,Hour,Minute,Second,HYY_META.PAR
2003,01,20,12,00,00,56.92067
2003,01,20,13,00,00,42.96917
2003,01,20,14,00,00,22.02983
2003,01,20,15,00,00,4.87133
2003,01,20,16,00,00,0.074
2003,01,20,17,00,00,0.20933
2003,01,20,18,00,00,-0.09517
2003,01,20,19,00,00,-0.17373
2003,01,20,20,00,00,-0.129
2003,01,20,21,00,00,-0.2305
2003,01,20,22,00,00,-0.332
2003,01,20,23,00,00,0.14167
2003,01,21,00,00,00,0.04867
2003,01,21,01,00,00,-0.019
2003,01,21,02,00,00,-0.05283
2003,01,21,03,00,00,-0.019
2003,01,21,04,00,00,-0.01917
2003,01,21,05,00,00,0.01483
2003,01,21,06,00,00,-0.15433
2003,01,21,07,00,00,-0.05283
2003,01,21,08,00,00,-0.08683
2003,01,21,09,00,00,4.7745
2003,01,21,10,00,00,19.164
2003,01,21,11,00,00,29.56783
2003,01,21,12,00,00,26.32533
2003,01,21,13,00,00,20.9545
2003,01,21,14,00,00,14.94183
2003,01,21,15,00,00,3.79517
2003,01,21,16,00,00,0.3175
2003,01,21,17,00,00,0.01333
2003,01,21,18,00,00,0.0815
2003,01,21,19,00,00,0.25033
2003,01,21,20,00,00,0.01433
2003,01,21,21,00,00,0.01417
2003,01,21,22,00,00,-0.25633
2003,01,21,23,00,00,-0.12083
2003,01,22,00,00,00,0.2695
2003,01,22,01,00,00,0.2015
2003,01,22,02,00,00,0.05542
2003,01,22,03,00,00,0.37033
2003,01,22,04,00,00,0.20167
2003,01,22,05,00,00,0.0335
2003,01,22,06,00,00,-0.10133
2003,01,22,07,00,00,-0.26967
2003,01,22,08,00,00,-0.135
2003,01,22,09,00,00,3.04475
2003,01,22,10,00,00,15.8085
2003,01,22,11,00,00,33.17067
2003,01,22,12,00,00,58.7735
2003,01,22,13,00,00,55.69933
2003,01,22,14,00,00,21.68533
2003,01,22,15,00,00,9.66033
2003,01,22,16,00,00,0.8775
2003,01,22,17,00,00,-0.06733
2003,01,22,18,00,00,0.30367
2003,01,22,19,00,00,0.16817
2003,01,22,20,00,00,-0.20267
2003,01,22,21,00,00,0.1005
2003,01,22,22,00,00,0.16767
2003,01,22,23,00,00,0.168
2003,01,23,00,00,00,0.08317
2003,01,23,01,00,00,0.25167
2003,01,23,02,00,00,0.0835
2003,01,23,03,00,00,-0.01783
2003,01,23,04,00,00,0.15083
2003,01,23,05,00,00,0.151
2003,01,23,06,00,00,-0.22
2003,01,23,07,00,00,-0.05167
2003,01,23,08,00,00,0.725
2003,01,23,09,00,00,12.2775
2003,01,23,10,00,00,37.9485
2003,01,23,11,00,00,36.96967
2003,01,23,12,00,00,29.3355
2003,01,23,13,00,00,25.75417
2003,01,23,14,00,00,16.36417
2003,01,23,15,00,00,5.01517
2003,01,23,16,00,00,0.37983
2003,01,23,17,00,00,0.0495
2003,01,23,18,00,00,0.01633
2003,01,23,19,00,00,-0.05133
2003,01,23,20,00,00,0.1845
2003,01,23,21,00,00,0.01617
2003,01,23,22,00,00,0.08333
2003,01,23,23,00,00,0.17424
2003,01,24,00,00,00,-0.06433
2003,01,24,01,00,00,-0.09817
2003,01,24,02,00,00,-0.06433
2003,01,24,03,00,00,0.071
2003,01,24,04,00,00,-0.2335
2003,01,24,05,00,00,-0.26733
2003,01,24,06,00,00,-0.26733
2003,01,24,07,00,00,-0.26733
2003,01,24,08,00,00,1.6255
2003,01,24,09,00,00,34.89683
2003,01,24,10,00,00,128.05583
2003,01,24,11,00,00,211.588
2003,01,24,12,00,00,252.96583
2003,01,24,13,00,00,187.94383
2003,01,24,14,00,00,96.744
2003,01,24,15,00,00,29.77492
2003,01,24,16,00,00,1.89567
2003,01,24,17,00,00,0.20633
2003,01,24,18,00,00,0.071
2003,01,24,19,00,00,0.071
2003,01,24,20,00,00,0.03717
2003,01,24,21,00,00,0.13867
2003,01,24,22,00,00,0.1725
2003,01,24,23,00,00,0.10483
2003,01,25,00,00,00,-0.2105
2003,01,25,01,00,00,-0.14283
2003,01,25,02,00,00,-0.27817
2003,01,25,03,00,00,-0.312
2003,01,25,04,00,00,0.02633
2003,01,25,05,00,00,-0.27817
2003,01,25,06,00,00,-0.312
2003,01,25,07,00,00,-0.07517
2003,01,25,08,00,00,1.49544
2003,01,25,09,00,00,32.048
2003,01,25,10,00,00,119.33017
2003,01,25,11,00,00,209.348
2003,01,25,12,00,00,240.62683
2003,01,25,13,00,00,182.52883
2003,01,25,14,00,00,145.305
2003,01,25,15,00,00,49.64667
2003,01,25,16,00,00,3.26983
2003,01,25,17,00,00,0.1955
2003,01,25,18,00,00,0.09417
2003,01,25,19,00,00,-0.109
2003,01,25,20,00,00,0.12783
2003,01,25,21,00,00,-0.24433
2003,01,25,22,00,00,-0.10867
2003,01,25,23,00,00,0.06017
2003,01,26,00,00,00,0.20783
2003,01,26,01,00,00,0.10633
2003,01,26,02,00,00,-0.0285
2003,01,26,03,00,00,0.03867
2003,01,26,04,00,00,-0.16433
2003,01,26,05,00,00,-0.40117
2003,01,26,06,00,00,-0.06283
2003,01,26,07,00,00,0.34333
2003,01,26,08,00,00,0.34317
2003,01,26,09,00,00,5.57883
2003,01,26,10,00,00,19.15833
2003,01,26,11,00,00,28.58183
2003,01,26,12,00,00,31.63237
2003,01,26,13,00,00,50.943
2003,01,26,14,00,00,27.53433
2003,01,26,15,00,00,9.90367
2003,01,26,16,00,00,0.51183
2003,01,26,17,00,00,-0.06283
2003,01,26,18,00,00,-0.16433
2003,01,26,19,00,00,-0.2995
2003,01,26,20,00,00,-0.23183
2003,01,26,21,00,00,-0.029
2003,01,26,22,00,00,0.1405
2003,01,26,23,00,00,0.14033
2003,01,27,00,00,00,-0.47883
2003,01,27,01,00,00,0.19783
2003,01,27,02,00,00,-0.03883
2003,01,27,03,00,00,0.0965
2003,01,27,04,00,00,0.06267
2003,01,27,05,00,00,-0.00517
2003,01,27,06,00,00,0.09633
2003,01,27,07,00,00,0.06267
2003,01,27,08,00,00,0.77267
2003,01,27,09,00,00,11.649
2003,01,27,10,00,00,36.47517
2003,01,27,11,00,00,62.0115
2003,01,27,12,00,00,71.368
2003,01,27,13,00,00,70.86183
2003,01,27,14,00,00,53.56683
2003,01,27,15,00,00,20.3635
2003,01,27,16,00,00,2.563
2003,01,27,17,00,00,-0.10667
2003,01,27,18,00,00,-0.1405
2003,01,27,19,00,00,-0.27583
2003,01,27,20,00,00,0.02867
2003,01,27,21,00,00,0.02867
2003,01,27,22,00,00,-0.47883
2003,01,27,23,00,00,-0.5465
2003,01,28,00,00,00,-0.146
2003,01,28,01,00,00,-0.31383
2003,01,28,02,00,00,-0.44883
2003,01,28,03,00,00,-0.24633
2003,01,28,04,00,00,-0.21283
2003,01,28,05,00,00,-0.247
2003,01,28,06,00,00,-0.07833
2003,01,28,07,00,00,-0.17967
2003,01,28,08,00,00,2.48967
2003,01,28,09,00,00,44.07267
2003,01,28,10,00,00,117.94533
2003,01,28,11,00,00,115.58117
2003,01,28,12,00,00,194.25183
2003,01,28,13,00,00,288.76333
2003,01,28,14,00,00,135.444
2003,01,28,15,00,00,38.16183
2003,01,28,16,00,00,5.52933
2003,01,28,17,00,00,0.0565
2003,01,28,18,00,00,-0.11167
2003,01,28,19,00,00,-0.1795
2003,01,28,20,00,00,-0.24667
2003,01,28,21,00,00,-0.24683
2003,01,28,22,00,00,-0.078
2003,01,28,23,00,00,-0.2805
2003,01,29,00,00,00,0.06867
2003,01,29,01,00,00,0.1025
2003,01,29,02,00,00,0.001
2003,01,29,03,00,00,-0.1005
2003,01,29,04,00,00,0.13633
2003,01,29,05,00,00,-0.06667
2003,01,29,06,00,00,0.06867
2003,01,29,07,00,00,0.03483
2003,01,29,08,00,00,2.73783
2003,01,29,09,00,00,47.08644
2003,01,29,10,00,00,96.43421
2003,01,29,11,00,00,135.45467
2003,01,29,12,00,00,124.37517
2003,01,29,13,00,00,144.878
2003,01,29,14,00,00,126.36833
2003,01,29,15,00,00,50.93883
2003,01,29,16,00,00,5.74417
2003,01,29,17,00,00,-0.16817
2003,01,29,18,00,00,0.03483
2003,01,29,19,00,00,-0.202
2003,01,29,20,00,00,-0.202
2003,01,29,21,00,00,0.06867
2003,01,29,22,00,00,-0.06667
2003,01,29,23,00,00,-0.26967
2003,01,30,00,00,00,-0.3085
2003,01,30,01,00,00,-0.20667
2003,01,30,02,00,00,0.0975
2003,01,30,03,00,00,-0.13917
2003,01,30,04,00,00,0.03017
2003,01,30,05,00,00,-0.03767
2003,01,30,06,00,00,-0.10567
2003,01,30,07,00,00,-0.1055
2003,01,30,08,00,00,2.9335
2003,01,30,09,00,00,50.49417
2003,01,30,10,00,00,168.3434
2003,01,30,11,00,00,265.32783
2003,01,30,12,00,00,270.42883
2003,01,30,13,00,00,272.11717
2003,01,30,14,00,00,183.63102
2003,01,30,15,00,00,65.13556
2003,01,30,16,00,00,2.06842
2003,01,30,17,00,00,-0.08085
2003,01,30,18,00,00,-0.00383
2003,01,30,19,00,00,0.23233
2003,01,30,20,00,00,-0.03767
2003,01,30,21,00,00,-0.00383
2003,01,30,22,00,00,0.165
2003,01,30,23,00,00,0.199
2003,01,31,00,00,00,-0.05383
2003,01,31,01,00,00,0.115
2003,01,31,02,00,00,-0.05433
2003,01,31,03,00,00,-0.05383
2003,01,31,04,00,00,-0.15533
2003,01,31,05,00,00,0.11483
2003,01,31,06,00,00,-0.02017
2003,01,31,07,00,00,-0.15517
2003,01,31,08,00,00,3.83
2003,01,31,09,00,00,43.35746
2003,01,31,10,00,00,149.58767
2003,01,31,11,00,00,277.20517
2003,01,31,12,00,00,311.997
2003,01,31,13,00,00,269.909
2003,01,31,14,00,00,190.46017
2003,01,31,15,00,00,75.10417
2003,01,31,16,00,00,9.36967
2003,01,31,17,00,00,-0.223
2003,01,31,18,00,00,0.11483
2003,01,31,19,00,00,0.11483
2003,01,31,20,00,00,0.11517
2003,01,31,21,00,00,-0.22283
2003,01,31,22,00,00,-0.1215
2003,01,31,23,00,00,0.08117
2003,02,01,00,00,00,-0.0175
2003,02,01,01,00,00,0.15167
2003,02,01,02,00,00,0.05017
2003,02,01,03,00,00,0.25317
2003,02,01,04,00,00,0.15167
2003,02,01,05,00,00,0.05017
2003,02,01,06,00,00,-0.0175
2003,02,01,07,00,00,0.21933
2003,02,01,08,00,00,5.01667
2003,02,01,09,00,00,63.35283
2003,02,01,10,00,00,106.99567
2003,02,01,11,00,00,210.09117
2003,02,01,12,00,00,334.26433
2003,02,01,13,00,00,231.1695
2003,02,01,14,00,00,143.5445
2003,02,01,15,00,00,28.86367
2003,02,01,16,00,00,3.83383
2003,02,01,17,00,00,0.01633
2003,02,01,18,00,00,-0.25433
2003,02,01,19,00,00,-0.322
2003,02,01,20,00,00,0.084
