Year,Month,Day,Hour,Minute,Second,HYY_META.T336
2003,04,09,04,00,00,-4.078
2003,04,09,05,00,00,-4.50633
2003,04,09,06,00,00,-4.661
2003,04,09,07,00,00,-4.239
2003,04,09,08,00,00,-2.70683
2003,04,09,09,00,00,-0.41017
2003,04,09,10,00,00,1.88467
2003,04,09,11,00,00,3.05217
2003,04,09,12,00,00,3.569
2003,04,09,13,00,00,4.25483
2003,04,09,14,00,00,4.87883
2003,04,09,15,00,00,5.09
2003,04,09,16,00,00,5.08533
2003,04,09,17,00,00,4.80017
2003,04,09,18,00,00,3.95033
2003,04,09,19,00,00,2.98283
2003,04,09,20,00,00,2.149
2003,04,09,21,00,00,1.547
2003,04,09,22,00,00,0.8955
2003,04,09,23,00,00,0.32317
2003,04,10,00,00,00,-0.237
2003,04,10,01,00,00,-0.91783
2003,04,10,02,00,00,-1.50467
2003,04,10,03,00,00,-1.93417
2003,04,10,04,00,00,-2.0595
2003,04,10,05,00,00,-1.89583
2003,04,10,06,00,00,-1.71183
2003,04,10,07,00,00,-1.55
2003,04,10,08,00,00,-1.3615
2003,04,10,09,00,00,-0.66383
2003,04,10,10,00,00,0.59217
2003,04,10,11,00,00,1.53983
2003,04,10,12,00,00,1.691
2003,04,10,13,00,00,1.76117
2003,04,10,14,00,00,1.59983
2003,04,10,15,00,00,1.63117
2003,04,10,16,00,00,1.6755
2003,04,10,17,00,00,1.292
2003,04,10,18,00,00,0.98167
2003,04,10,19,00,00,0.68283
2003,04,10,20,00,00,0.32883
2003,04,10,21,00,00,0.01933
2003,04,10,22,00,00,-0.09033
2003,04,10,23,00,00,-0.20983
2003,04,11,00,00,00,-0.28867
2003,04,11,01,00,00,-0.81433
2003,04,11,02,00,00,-1.39667
2003,04,11,03,00,00,-1.68233
2003,04,11,04,00,00,-1.89683
2003,04,11,05,00,00,-1.96267
2003,04,11,06,00,00,-1.33883
2003,04,11,07,00,00,-0.403
2003,04,11,08,00,00,0.936
2003,04,11,09,00,00,2.48233
2003,04,11,10,00,00,4.01483
2003,04,11,11,00,00,5.3275
2003,04,11,12,00,00,5.9515
2003,04,11,13,00,00,6.58533
2003,04,11,14,00,00,7.5935
2003,04,11,15,00,00,7.9415
2003,04,11,16,00,00,7.8245
2003,04,11,17,00,00,7.41233
2003,04,11,18,00,00,6.08567
2003,04,11,19,00,00,4.88567
2003,04,11,20,00,00,3.69483
2003,04,11,21,00,00,2.829
2003,04,11,22,00,00,2.0975
2003,04,11,23,00,00,1.386
2003,04,12,00,00,00,0.81517
2003,04,12,01,00,00,0.73833
2003,04,12,02,00,00,0.16917
2003,04,12,03,00,00,-0.24867
2003,04,12,04,00,00,-0.77
2003,04,12,05,00,00,-1.07083
2003,04,12,06,00,00,-0.73183
2003,04,12,07,00,00,0.32533
2003,04,12,08,00,00,2.34
2003,04,12,09,00,00,3.77683
2003,04,12,10,00,00,5.0005
2003,04,12,11,00,00,5.769
2003,04,12,12,00,00,6.64683
2003,04,12,13,00,00,7.044
2003,04,12,14,00,00,7.02183
2003,04,12,15,00,00,6.92717
2003,04,12,16,00,00,6.92867
2003,04,12,17,00,00,6.67217
2003,04,12,18,00,00,6.11967
2003,04,12,19,00,00,5.34967
2003,04,12,20,00,00,4.6705
2003,04,12,21,00,00,4.352
2003,04,12,22,00,00,4.11033
2003,04,12,23,00,00,4.13667
2003,04,13,00,00,00,3.90167
2003,04,13,01,00,00,3.57717
2003,04,13,02,00,00,3.48033
2003,04,13,03,00,00,3.74283
2003,04,13,04,00,00,2.848
2003,04,13,05,00,00,0.54
2003,04,13,06,00,00,0.72667
2003,04,13,07,00,00,2.18923
2003,04,13,08,00,00,3.735
2003,04,13,09,00,00,4.466
2003,04,13,10,00,00,5.75067
2003,04,13,11,00,00,6.7295
2003,04,13,12,00,00,7.14167
2003,04,13,13,00,00,6.85033
2003,04,13,14,00,00,6.85983
2003,04,13,15,00,00,7.14483
2003,04,13,16,00,00,7.17583
2003,04,13,17,00,00,6.52317
2003,04,13,18,00,00,5.86383
2003,04,13,19,00,00,5.30467
2003,04,13,20,00,00,4.3495
2003,04,13,21,00,00,3.433
2003,04,13,22,00,00,2.33867
2003,04,13,23,00,00,2.159
2003,04,14,00,00,00,1.824
2003,04,14,01,00,00,1.49483
2003,04,14,02,00,00,1.14133
2003,04,14,03,00,00,0.933
2003,04,14,04,00,00,0.70167
2003,04,14,05,00,00,0.708
2003,04,14,06,00,00,0.91233
2003,04,14,07,00,00,1.28133
2003,04,14,08,00,00,1.926
2003,04,14,09,00,00,3.10283
2003,04,14,10,00,00,4.86967
2003,04,14,11,00,00,6.34117
2003,04,14,12,00,00,7.07583
2003,04,14,13,00,00,7.388
2003,04,14,14,00,00,8.07783
2003,04,14,15,00,00,8.23883
2003,04,14,16,00,00,8.4365
2003,04,14,17,00,00,8.152
2003,04,14,18,00,00,7.26433
2003,04,14,19,00,00,5.9085
2003,04,14,20,00,00,4.36017
2003,04,14,21,00,00,3.256
2003,04,14,22,00,00,3.10883
2003,04,14,23,00,00,3.01017
2003,04,15,00,00,00,2.5895
2003,04,15,01,00,00,1.57467
2003,04,15,02,00,00,1.988
2003,04,15,03,00,00,1.99167
2003,04,15,04,00,00,1.54533
2003,04,15,05,00,00,1.27283
2003,04,15,06,00,00,1.19483
2003,04,15,07,00,00,1.78517
2003,04,15,08,00,00,4.60833
2003,04,15,09,00,00,6.0475
2003,04,15,10,00,00,6.60417
2003,04,15,11,00,00,7.08017
2003,04,15,12,00,00,7.93717
2003,04,15,13,00,00,8.5475
2003,04,15,14,00,00,8.92717
2003,04,15,15,00,00,8.9665
2003,04,15,16,00,00,8.877
2003,04,15,17,00,00,8.91183
2003,04,15,18,00,00,8.4175
2003,04,15,19,00,00,7.8445
2003,04,15,20,00,00,7.01217
2003,04,15,21,00,00,6.3125
2003,04,15,22,00,00,5.85917
2003,04,15,23,00,00,5.574
2003,04,16,00,00,00,5.14467
2003,04,16,01,00,00,4.6155
2003,04,16,02,00,00,3.765
2003,04,16,03,00,00,3.074
2003,04,16,04,00,00,2.78667
2003,04,16,05,00,00,2.572
2003,04,16,06,00,00,2.51117
2003,04,16,07,00,00,2.81483
2003,04,16,08,00,00,3.64283
2003,04,16,09,00,00,4.93395
2003,04,16,10,00,00,5.62567
2003,04,16,11,00,00,6.30833
2003,04,16,12,00,00,7.40817
2003,04,16,13,00,00,8.83683
2003,04,16,14,00,00,9.99317
2003,04,16,15,00,00,10.00233
2003,04,16,16,00,00,10.77917
2003,04,16,17,00,00,9.959
2003,04,16,18,00,00,8.4695
2003,04,16,19,00,00,7.89583
2003,04,16,20,00,00,7.21767
2003,04,16,21,00,00,6.10733
2003,04,16,22,00,00,5.627
2003,04,16,23,00,00,5.53367
2003,04,17,00,00,00,4.87433
2003,04,17,01,00,00,4.283
2003,04,17,02,00,00,4.30317
2003,04,17,03,00,00,3.92817
2003,04,17,04,00,00,3.1615
2003,04,17,05,00,00,3.0145
2003,04,17,06,00,00,2.8975
2003,04,17,07,00,00,3.069
2003,04,17,08,00,00,3.42983
2003,04,17,09,00,00,3.8745
2003,04,17,10,00,00,3.834
2003,04,17,11,00,00,3.696
2003,04,17,12,00,00,3.8045
2003,04,17,13,00,00,4.38367
2003,04,17,14,00,00,4.62933
2003,04,17,15,00,00,4.72283
2003,04,17,16,00,00,4.2235
2003,04,17,17,00,00,3.82383
2003,04,17,18,00,00,3.67417
2003,04,17,19,00,00,3.53283
2003,04,17,20,00,00,3.10417
2003,04,17,21,00,00,2.51833
2003,04,17,22,00,00,2.39367
2003,04,17,23,00,00,2.047
2003,04,18,00,00,00,1.4165
2003,04,18,01,00,00,0.7955
2003,04,18,02,00,00,-0.12067
2003,04,18,03,00,00,-0.623
2003,04,18,04,00,00,-0.92117
2003,04,18,05,00,00,-0.90133
2003,04,18,06,00,00,-0.56833
2003,04,18,07,00,00,0.3385
2003,04,18,08,00,00,1.0995
2003,04,18,09,00,00,2.74167
2003,04,18,10,00,00,4.71033
2003,04,18,11,00,00,5.594
2003,04,18,12,00,00,7.0335
2003,04,18,13,00,00,7.13067
2003,04,18,14,00,00,7.493
2003,04,18,15,00,00,7.91083
2003,04,18,16,00,00,8.0615
2003,04,18,17,00,00,8.1495
2003,04,18,18,00,00,7.69917
2003,04,18,19,00,00,6.93283
2003,04,18,20,00,00,6.18833
2003,04,18,21,00,00,5.7965
2003,04,18,22,00,00,4.88683
2003,04,18,23,00,00,4.01183
2003,04,19,00,00,00,3.53583
2003,04,19,01,00,00,3.12417
2003,04,19,02,00,00,2.451
2003,04,19,03,00,00,2.021
2003,04,19,04,00,00,1.82483
2003,04,19,05,00,00,1.2555
2003,04,19,06,00,00,1.28267
2003,04,19,07,00,00,2.804
2003,04,19,08,00,00,5.2155
2003,04,19,09,00,00,6.56367
2003,04,19,10,00,00,7.47383
2003,04,19,11,00,00,8.477
2003,04,19,12,00,00,9.281
2003,04,19,13,00,00,10.25017
2003,04,19,14,00,00,10.88217
2003,04,19,15,00,00,11.2855
2003,04,19,16,00,00,11.5465
2003,04,19,17,00,00,11.65133
2003,04,19,18,00,00,11.4255
2003,04,19,19,00,00,10.83483
2003,04,19,20,00,00,9.98417
2003,04,19,21,00,00,8.38667
2003,04,19,22,00,00,6.85317
2003,04,19,23,00,00,5.84917
2003,04,20,00,00,00,5.46033
2003,04,20,01,00,00,4.90717
2003,04,20,02,00,00,4.507
2003,04,20,03,00,00,4.49467
2003,04,20,04,00,00,4.45283
2003,04,20,05,00,00,4.1035
2003,04,20,06,00,00,4.08017
2003,04,20,07,00,00,4.90733
2003,04,20,08,00,00,6.63583
2003,04,20,09,00,00,8.33317
2003,04,20,10,00,00,9.70233
2003,04,20,11,00,00,10.96817
2003,04,20,12,00,00,12.35667
2003,04,20,13,00,00,13.32883
2003,04,20,14,00,00,14.1345
2003,04,20,15,00,00,14.68033
2003,04,20,16,00,00,14.96667
2003,04,20,17,00,00,15.13483
2003,04,20,18,00,00,15.06167
2003,04,20,19,00,00,14.05267
2003,04,20,20,00,00,12.32383
2003,04,20,21,00,00,11.15867
2003,04,20,22,00,00,10.48733
2003,04,20,23,00,00,9.2565
2003,04,21,00,00,00,8.25883
2003,04,21,01,00,00,7.96317
2003,04,21,02,00,00,7.59117
2003,04,21,03,00,00,6.8945
2003,04,21,04,00,00,6.624
2003,04,21,05,00,00,6.64983
2003,04,21,06,00,00,6.26633
2003,04,21,07,00,00,7.639
2003,04,21,08,00,00,9.61617
2003,04,21,09,00,00,11.0235
2003,04,21,10,00,00,12.25617
2003,04,21,11,00,00,13.60583
2003,04,21,12,00,00,15.0045
2003,04,21,13,00,00,16.024
2003,04,21,14,00,00,16.79783
2003,04,21,15,00,00,17.4685
2003,04,21,16,00,00,17.71933
2003,04,21,17,00,00,17.89383
2003,04,21,18,00,00,17.64233
2003,04,21,19,00,00,16.71383
2003,04,21,20,00,00,14.44533
2003,04,21,21,00,00,13.77017
2003,04,21,22,00,00,12.13133
2003,04,21,23,00,00,10.68367
2003,04,22,00,00,00,9.63067
2003,04,22,01,00,00,8.977
2003,04,22,02,00,00,7.97667
2003,04,22,03,00,00,6.883
2003,04,22,04,00,00,6.77633
2003,04,22,05,00,00,7.16983
2003,04,22,06,00,00,7.35433
2003,04,22,07,00,00,9.35283
2003,04,22,08,00,00,10.79267
2003,04,22,09,00,00,12.50817
2003,04,22,10,00,00,14.45867
2003,04,22,11,00,00,15.55533
2003,04,22,12,00,00,16.44283
2003,04,22,13,00,00,16.82583
2003,04,22,14,00,00,17.16483
2003,04,22,15,00,00,17.37483
2003,04,22,16,00,00,17.29117
2003,04,22,17,00,00,16.87167
2003,04,22,18,00,00,15.98833
2003,04,22,19,00,00,14.1035
2003,04,22,20,00,00,11.711
2003,04,22,21,00,00,8.96033
2003,04,22,22,00,00,6.66967
2003,04,22,23,00,00,5.24083
2003,04,23,00,00,00,4.30517
2003,04,23,01,00,00,3.4875
2003,04,23,02,00,00,2.923
2003,04,23,03,00,00,2.12083
2003,04,23,04,00,00,1.21867
2003,04,23,05,00,00,0.67
2003,04,23,06,00,00,1.002
2003,04,23,07,00,00,1.88383
2003,04,23,08,00,00,3.10483
2003,04,23,09,00,00,4.31867
2003,04,23,10,00,00,5.13217
2003,04,23,11,00,00,5.79417
2003,04,23,12,00,00,6.37683
2003,04,23,13,00,00,6.45
2003,04,23,14,00,00,5.65717
2003,04,23,15,00,00,4.45117
2003,04,23,16,00,00,4.09983
2003,04,23,17,00,00,4.29717
2003,04,23,18,00,00,3.9555
2003,04,23,19,00,00,3.26817
2003,04,23,20,00,00,3.09883
2003,04,23,21,00,00,1.876
2003,04,23,22,00,00,0.68583
2003,04,23,23,00,00,-0.204
2003,04,24,00,00,00,-1.04233
2003,04,24,01,00,00,-1.77883
2003,04,24,02,00,00,-2.31783
2003,04,24,03,00,00,-2.87333
2003,04,24,04,00,00,-3.476
2003,04,24,05,00,00,-3.47917
2003,04,24,06,00,00,-2.86417
2003,04,24,07,00,00,-2.02283
2003,04,24,08,00,00,-1.2215
2003,04,24,09,00,00,-0.586
2003,04,24,10,00,00,0.21617
2003,04,24,11,00,00,0.568
2003,04,24,12,00,00,0.925
2003,04,24,13,00,00,0.99367
2003,04,24,14,00,00,1.35562
2003,04,24,15,00,00,1.31566
2003,04,24,16,00,00,0.46817
2003,04,24,17,00,00,-0.2505
2003,04,24,18,00,00,-0.18667
2003,04,24,19,00,00,-0.59417
2003,04,24,20,00,00,-1.56907
2003,04,24,21,00,00,-2.22543
2003,04,24,22,00,00,-2.86083
2003,04,24,23,00,00,-3.3815
2003,04,25,00,00,00,-3.84883
2003,04,25,01,00,00,-4.51367
2003,04,25,02,00,00,-4.92867
2003,04,25,03,00,00,-5.244
2003,04,25,04,00,00,-5.55583
2003,04,25,05,00,00,-5.74067
2003,04,25,06,00,00,-5.0585
2003,04,25,07,00,00,-3.622
2003,04,25,08,00,00,-2.21533
2003,04,25,09,00,00,-1.57833
2003,04,25,10,00,00,-1.35883
2003,04,25,11,00,00,-0.60317
2003,04,25,12,00,00,0.12733
2003,04,25,13,00,00,0.4805
2003,04,25,14,00,00,0.93698
2003,04,25,15,00,00,0.96815
2003,04,25,16,00,00,0.75067
2003,04,25,17,00,00,1.30283
2003,04,25,18,00,00,0.95817
2003,04,25,19,00,00,0.3665
2003,04,25,20,00,00,0.0215
2003,04,25,21,00,00,0.14733
2003,04,25,22,00,00,-0.03717
2003,04,25,23,00,00,-0.2655
2003,04,26,00,00,00,-0.5895
2003,04,26,01,00,00,-1.11717
2003,04,26,02,00,00,-0.968
2003,04,26,03,00,00,-0.90783
2003,04,26,04,00,00,-1.39233
2003,04,26,05,00,00,-1.47783
2003,04,26,06,00,00,-2.087
2003,04,26,07,00,00,-0.834
2003,04,26,08,00,00,0.307
2003,04,26,09,00,00,0.82233
2003,04,26,10,00,00,1.42867
2003,04,26,11,00,00,2.1085
2003,04,26,12,00,00,2.75117
2003,04,26,13,00,00,3.21183
2003,04,26,14,00,00,3.612
2003,04,26,15,00,00,3.617
2003,04,26,16,00,00,3.80667
2003,04,26,17,00,00,3.66783
2003,04,26,18,00,00,3.29333
2003,04,26,19,00,00,2.73483
2003,04,26,20,00,00,2.10083
2003,04,26,21,00,00,1.04183
2003,04,26,22,00,00,0.9525
2003,04,26,23,00,00,0.3535
2003,04,27,00,00,00,-0.41333
2003,04,27,01,00,00,-0.61683
2003,04,27,02,00,00,-1.25217
2003,04,27,03,00,00,-1.42867
2003,04,27,04,00,00,-1.58267
2003,04,27,05,00,00,-1.694
2003,04,27,06,00,00,-1.26967
2003,04,27,07,00,00,-0.0525
2003,04,27,08,00,00,1.42883
2003,04,27,09,00,00,2.38533
2003,04,27,10,00,00,3.10583
2003,04,27,11,00,00,4.21317
2003,04,27,12,00,00,4.84633
2003,04,27,13,00,00,5.43017
2003,04,27,14,00,00,5.535
2003,04,27,15,00,00,5.63133
2003,04,27,16,00,00,5.32383
2003,04,27,17,00,00,4.562
2003,04,27,18,00,00,3.881
2003,04,27,19,00,00,2.85067
2003,04,27,20,00,00,1.81583
2003,04,27,21,00,00,0.67133
2003,04,27,22,00,00,0.13017
2003,04,27,23,00,00,0.20733
2003,04,28,00,00,00,0.40917
2003,04,28,01,00,00,0.49917
2003,04,28,02,00,00,0.40067
2003,04,28,03,00,00,-1.31933
2003,04,28,04,00,00,-1.35167
2003,04,28,05,00,00,-0.981
2003,04,28,06,00,00,-0.85
2003,04,28,07,00,00,-0.31267
2003,04,28,08,00,00,-0.51567
2003,04,28,09,00,00,0.02217
2003,04,28,10,00,00,0.66867
2003,04,28,11,00,00,1.8825
2003,04,28,12,00,00,2.80317
2003,04,28,13,00,00,3.468
2003,04,28,14,00,00,3.4665
2003,04,28,15,00,00,2.8165
2003,04,28,16,00,00,2.61633
2003,04,28,17,00,00,2.59567
2003,04,28,18,00,00,2.262
2003,04,28,19,00,00,2.1795
2003,04,28,20,00,00,2.09367
2003,04,28,21,00,00,2.06783
2003,04,28,22,00,00,2.108
2003,04,28,23,00,00,2.113
2003,04,29,00,00,00,2.10283
2003,04,29,01,00,00,2.10183
2003,04,29,02,00,00,2.0345
2003,04,29,03,00,00,2.01283
2003,04,29,04,00,00,1.94317
2003,04,29,05,00,00,1.926
2003,04,29,06,00,00,2.006
2003,04,29,07,00,00,2.15183
2003,04,29,08,00,00,2.47783
2003,04,29,09,00,00,2.95
2003,04,29,10,00,00,3.36417
2003,04,29,11,00,00,3.55283
2003,04,29,12,00,00,3.92383
2003,04,29,13,00,00,4.3785
2003,04,29,14,00,00,4.53933
2003,04,29,15,00,00,4.91233
2003,04,29,16,00,00,5.3155
2003,04,29,17,00,00,5.232
2003,04,29,18,00,00,4.59417
2003,04,29,19,00,00,4.21667
2003,04,29,20,00,00,3.86867
2003,04,29,21,00,00,3.32867
2003,04,29,22,00,00,2.79917
2003,04,29,23,00,00,2.48467
2003,04,30,00,00,00,2.2055
2003,04,30,01,00,00,1.70733
2003,04,30,02,00,00,0.61033
2003,04,30,03,00,00,0.24917
2003,04,30,04,00,00,0.11183
2003,04,30,05,00,00,0.08033
2003,04,30,06,00,00,0.1235
2003,04,30,07,00,00,0.12367
2003,04,30,08,00,00,0.188
2003,04,30,09,00,00,0.50133
2003,04,30,10,00,00,1.196
2003,04,30,11,00,00,1.73617
2003,04,30,12,00,00,2.04117
2003,04,30,13,00,00,2.364
2003,04,30,14,00,00,2.75233
2003,04,30,15,00,00,3.023
2003,04,30,16,00,00,2.95767
2003,04,30,17,00,00,3.31783
2003,04,30,18,00,00,3.4005
2003,04,30,19,00,00,3.1865
2003,04,30,20,00,00,3.29533
2003,04,30,21,00,00,3.34633
2003,04,30,22,00,00,3.55217
2003,04,30,23,00,00,3.673
2003,05,01,00,00,00,3.94183
2003,05,01,01,00,00,4.05317
2003,05,01,02,00,00,4.11633
2003,05,01,03,00,00,4.02967
2003,05,01,04,00,00,4.0095
2003,05,01,05,00,00,4.1065
2003,05,01,06,00,00,4.123
2003,05,01,07,00,00,4.21
2003,05,01,08,00,00,4.32267
2003,05,01,09,00,00,4.86767
2003,05,01,10,00,00,5.47733
2003,05,01,11,00,00,5.75083
2003,05,01,12,00,00,6.287
2003,05,01,13,00,00,6.73683
2003,05,01,14,00,00,6.75517
2003,05,01,15,00,00,6.22667
2003,05,01,16,00,00,6.19467
2003,05,01,17,00,00,6.12167
2003,05,01,18,00,00,5.98483
2003,05,01,19,00,00,5.66567
2003,05,01,20,00,00,5.40617
2003,05,01,21,00,00,4.98917
2003,05,01,22,00,00,4.83883
2003,05,01,23,00,00,4.5645
2003,05,02,00,00,00,3.693
2003,05,02,01,00,00,3.008
2003,05,02,02,00,00,2.518
2003,05,02,03,00,00,2.072
2003,05,02,04,00,00,1.954
2003,05,02,05,00,00,1.80417
2003,05,02,06,00,00,1.53717
2003,05,02,07,00,00,1.58417
2003,05,02,08,00,00,1.76917
2003,05,02,09,00,00,1.90577
2003,05,02,10,00,00,2.074
2003,05,02,11,00,00,2.79983
2003,05,02,12,00,00,4.32883
2003,05,02,13,00,00,4.74917
2003,05,02,14,00,00,5.07733
2003,05,02,15,00,00,5.95017
2003,05,02,16,00,00,6.39167
2003,05,02,17,00,00,6.47367
2003,05,02,18,00,00,6.301
2003,05,02,19,00,00,5.46117
2003,05,02,20,00,00,4.628
2003,05,02,21,00,00,4.00933
2003,05,02,22,00,00,3.46417
2003,05,02,23,00,00,1.9075
2003,05,03,00,00,00,1.95917
2003,05,03,01,00,00,1.132
2003,05,03,02,00,00,0.04917
2003,05,03,03,00,00,0.03883
2003,05,03,04,00,00,-1.18917
2003,05,03,05,00,00,-0.85333
2003,05,03,06,00,00,0.23067
2003,05,03,07,00,00,0.94717
2003,05,03,08,00,00,1.81567
2003,05,03,09,00,00,1.66367
2003,05,03,10,00,00,1.72533
2003,05,03,11,00,00,2.29483
2003,05,03,12,00,00,4.21333
2003,05,03,13,00,00,5.667
2003,05,03,14,00,00,6.493
2003,05,03,15,00,00,6.96683
2003,05,03,16,00,00,7.362
2003,05,03,17,00,00,7.37617
2003,05,03,18,00,00,7.11867
2003,05,03,19,00,00,6.623
2003,05,03,20,00,00,5.904
2003,05,03,21,00,00,5.23117
2003,05,03,22,00,00,4.72667
2003,05,03,23,00,00,4.2755
2003,05,04,00,00,00,4.23467
2003,05,04,01,00,00,4.3015
2003,05,04,02,00,00,4.45833
2003,05,04,03,00,00,4.09833
2003,05,04,04,00,00,3.0945
2003,05,04,05,00,00,3.16967
2003,05,04,06,00,00,3.30533
2003,05,04,07,00,00,3.31783
2003,05,04,08,00,00,3.30017
2003,05,04,09,00,00,4.251
2003,05,04,10,00,00,4.96567
2003,05,04,11,00,00,6.22667
2003,05,04,12,00,00,7.4335
2003,05,04,13,00,00,7.8195
2003,05,04,14,00,00,8.10433
2003,05,04,15,00,00,8.271
2003,05,04,16,00,00,8.34633
2003,05,04,17,00,00,8.33667
2003,05,04,18,00,00,8.162
2003,05,04,19,00,00,7.6115
2003,05,04,20,00,00,7.20883
2003,05,04,21,00,00,6.40733
2003,05,04,22,00,00,6.0375
2003,05,04,23,00,00,5.37683
2003,05,05,00,00,00,5.30883
2003,05,05,01,00,00,5.16933
2003,05,05,02,00,00,4.39517
2003,05,05,03,00,00,3.4825
2003,05,05,04,00,00,2.40683
2003,05,05,05,00,00,1.7895
2003,05,05,06,00,00,2.63767
2003,05,05,07,00,00,5.0975
2003,05,05,08,00,00,6.36217
2003,05,05,09,00,00,6.66167
2003,05,05,10,00,00,6.84533
2003,05,05,11,00,00,7.92833
2003,05,05,12,00,00,9.6075
2003,05,05,13,00,00,10.72283
2003,05,05,14,00,00,11.1135
2003,05,05,15,00,00,11.579
2003,05,05,16,00,00,11.42183
2003,05,05,17,00,00,10.989
2003,05,05,18,00,00,10.589
2003,05,05,19,00,00,9.54367
2003,05,05,20,00,00,8.63167
2003,05,05,21,00,00,7.88317
2003,05,05,22,00,00,7.15683
2003,05,05,23,00,00,6.79533
2003,05,06,00,00,00,6.56367
2003,05,06,01,00,00,6.17983
2003,05,06,02,00,00,5.90733
2003,05,06,03,00,00,5.49467
2003,05,06,04,00,00,5.6655
2003,05,06,05,00,00,5.44067
2003,05,06,06,00,00,4.92367
2003,05,06,07,00,00,6.80417
2003,05,06,08,00,00,8.85717
2003,05,06,09,00,00,8.923
2003,05,06,10,00,00,9.73533
2003,05,06,11,00,00,10.80783
2003,05,06,12,00,00,12.17426
2003,05,06,13,00,00,13.60194
2003,05,06,14,00,00,11.5555
2003,05,06,15,00,00,9.444
2003,05,06,16,00,00,8.9665
2003,05,06,17,00,00,8.21283
2003,05,06,18,00,00,7.661
2003,05,06,19,00,00,6.96433
2003,05,06,20,00,00,6.77033
2003,05,06,21,00,00,6.57467
2003,05,06,22,00,00,6.22117
2003,05,06,23,00,00,6.08283
2003,05,07,00,00,00,6.03817
2003,05,07,01,00,00,6.27083
2003,05,07,02,00,00,6.36017
2003,05,07,03,00,00,6.018
2003,05,07,04,00,00,5.38833
2003,05,07,05,00,00,4.773
2003,05,07,06,00,00,5.11433
2003,05,07,07,00,00,6.06967
2003,05,07,08,00,00,7.26283
2003,05,07,09,00,00,8.19933
2003,05,07,10,00,00,8.89867
2003,05,07,11,00,00,9.93233
2003,05,07,12,00,00,10.3375
2003,05,07,13,00,00,10.77417
2003,05,07,14,00,00,10.51333
2003,05,07,15,00,00,10.259
2003,05,07,16,00,00,10.591
2003,05,07,17,00,00,10.14767
2003,05,07,18,00,00,9.204
2003,05,07,19,00,00,8.55783
2003,05,07,20,00,00,7.6805
2003,05,07,21,00,00,6.11667
2003,05,07,22,00,00,4.95817
2003,05,07,23,00,00,4.209
2003,05,08,00,00,00,3.22517
2003,05,08,01,00,00,2.48783
2003,05,08,02,00,00,1.4855
2003,05,08,03,00,00,0.7995
2003,05,08,04,00,00,0.52717
2003,05,08,05,00,00,0.735
2003,05,08,06,00,00,2.369
2003,05,08,07,00,00,4.33167
2003,05,08,08,00,00,6.34683
2003,05,08,09,00,00,7.63867
2003,05,08,10,00,00,8.52867
2003,05,08,11,00,00,9.26283
2003,05,08,12,00,00,9.941
2003,05,08,13,00,00,10.55883
2003,05,08,14,00,00,10.72417
2003,05,08,15,00,00,10.94833
2003,05,08,16,00,00,10.90267
2003,05,08,17,00,00,10.56783
2003,05,08,18,00,00,10.28133
2003,05,08,19,00,00,9.9825
2003,05,08,20,00,00,9.4665
2003,05,08,21,00,00,8.29933
2003,05,08,22,00,00,7.48767
2003,05,08,23,00,00,7.07517
2003,05,09,00,00,00,6.55567
2003,05,09,01,00,00,6.03067
2003,05,09,02,00,00,5.53017
2003,05,09,03,00,00,5.0145
2003,05,09,04,00,00,4.69183
2003,05,09,05,00,00,4.30517
2003,05,09,06,00,00,4.37917
2003,05,09,07,00,00,4.68167
2003,05,09,08,00,00,5.21917
2003,05,09,09,00,00,5.89567
2003,05,09,10,00,00,7.18533
2003,05,09,11,00,00,8.19833
2003,05,09,12,00,00,8.60967
2003,05,09,13,00,00,8.964
2003,05,09,14,00,00,9.05517
2003,05,09,15,00,00,9.32133
2003,05,09,16,00,00,9.0765
2003,05,09,17,00,00,9.04033
2003,05,09,18,00,00,9.0085
2003,05,09,19,00,00,8.98083
2003,05,09,20,00,00,8.78933
2003,05,09,21,00,00,8.37383
2003,05,09,22,00,00,7.46233
2003,05,09,23,00,00,7.47567
2003,05,10,00,00,00,7.4285
2003,05,10,01,00,00,7.3765
2003,05,10,02,00,00,6.33033
2003,05,10,03,00,00,5.646
2003,05,10,04,00,00,4.90917
2003,05,10,05,00,00,4.78167
2003,05,10,06,00,00,6.13667
2003,05,10,07,00,00,8.8825
2003,05,10,08,00,00,10.97483
2003,05,10,09,00,00,11.44267
2003,05,10,10,00,00,12.311
2003,05,10,11,00,00,13.005
2003,05,10,12,00,00,13.19083
2003,05,10,13,00,00,13.8385
2003,05,10,14,00,00,14.85067
2003,05,10,15,00,00,14.82717
2003,05,10,16,00,00,14.25167
2003,05,10,17,00,00,13.55433
2003,05,10,18,00,00,12.38333
2003,05,10,19,00,00,11.81283
2003,05,10,20,00,00,11.0035
2003,05,10,21,00,00,9.9695
2003,05,10,22,00,00,9.00933
2003,05,10,23,00,00,8.28533
2003,05,11,00,00,00,6.88333
2003,05,11,01,00,00,6.1595
2003,05,11,02,00,00,5.25117
2003,05,11,03,00,00,4.56
2003,05,11,04,00,00,4.42233
2003,05,11,05,00,00,5.00467
2003,05,11,06,00,00,6.46367
2003,05,11,07,00,00,8.07333
2003,05,11,08,00,00,9.6485
2003,05,11,09,00,00,11.1175
2003,05,11,10,00,00,11.91817
2003,05,11,11,00,00,12.45
2003,05,11,12,00,00,12.666
2003,05,11,13,00,00,12.89283
