Year,Month,Day,Hour,Minute,Second,HYY_EDDY233.GPP
2013,01,04,13,00,00,0.6525
2013,01,04,14,00,00,0.244
2013,01,04,15,00,00,0.0345
2013,01,04,16,00,00,-0.47
2013,01,04,17,00,00,-0.3915
2013,01,04,18,00,00,-0.321
2013,01,04,19,00,00,-0.044
2013,01,04,20,00,00,-0.65
2013,01,04,21,00,00,-0.8625
2013,01,04,22,00,00,-0.3115
2013,01,04,23,00,00,-0.2925
2013,01,05,00,00,00,-0.4615
2013,01,05,01,00,00,-0.169
2013,01,05,02,00,00,-0.271
2013,01,05,03,00,00,-0.522
2013,01,05,04,00,00,0.112
2013,01,05,05,00,00,0.057
2013,01,05,06,00,00,0.1265
2013,01,05,07,00,00,0.0475
2013,01,05,08,00,00,0.0335
2013,01,05,09,00,00,-0.241
2013,01,05,10,00,00,-0.0825
2013,01,05,11,00,00,0.124
2013,01,05,12,00,00,-0.0445
2013,01,05,13,00,00,0.5355
2013,01,05,14,00,00,0.453
2013,01,05,15,00,00,-0.02
2013,01,05,16,00,00,0.1625
2013,01,05,17,00,00,-0.0255
2013,01,05,18,00,00,0
2013,01,05,19,00,00,0
2013,01,05,20,00,00,0
2013,01,05,21,00,00,0
2013,01,05,22,00,00,0
2013,01,05,23,00,00,0
2013,01,06,00,00,00,0
2013,01,06,01,00,00,0
2013,01,06,02,00,00,0
2013,01,06,03,00,00,0
2013,01,06,04,00,00,0
2013,01,06,05,00,00,0
2013,01,06,06,00,00,0
2013,01,06,07,00,00,0
2013,01,06,08,00,00,0
2013,01,06,09,00,00,0.0615
2013,01,06,10,00,00,0.2645
2013,01,06,11,00,00,0.4835
2013,01,06,12,00,00,0.5275
2013,01,06,13,00,00,0.454
2013,01,06,14,00,00,0.233
2013,01,06,15,00,00,0.04
2013,01,06,16,00,00,0
2013,01,06,17,00,00,0
2013,01,06,18,00,00,0
2013,01,06,19,00,00,0
2013,01,06,20,00,00,0
2013,01,06,21,00,00,0
2013,01,06,22,00,00,0
2013,01,06,23,00,00,0
2013,01,07,00,00,00,0
2013,01,07,01,00,00,0
2013,01,07,02,00,00,0
2013,01,07,03,00,00,0
2013,01,07,04,00,00,0
2013,01,07,05,00,00,0
2013,01,07,06,00,00,0
2013,01,07,07,00,00,0
2013,01,07,08,00,00,0
2013,01,07,09,00,00,0.091
2013,01,07,10,00,00,0.2805
2013,01,07,11,00,00,0.5215
2013,01,07,12,00,00,0.786
2013,01,07,13,00,00,0.4335
2013,01,07,14,00,00,0.206
2013,01,07,15,00,00,0.032
2013,01,07,16,00,00,0
2013,01,07,17,00,00,0
2013,01,07,18,00,00,0
2013,01,07,19,00,00,0
2013,01,07,20,00,00,0
2013,01,07,21,00,00,0
2013,01,07,22,00,00,0
2013,01,07,23,00,00,0
2013,01,08,00,00,00,0
2013,01,08,01,00,00,0
2013,01,08,02,00,00,0
2013,01,08,03,00,00,0
2013,01,08,04,00,00,0
2013,01,08,05,00,00,0
2013,01,08,06,00,00,0
2013,01,08,07,00,00,0
2013,01,08,08,00,00,0
2013,01,08,09,00,00,0.028
2013,01,08,10,00,00,0.136
2013,01,08,11,00,00,0.2385
2013,01,08,12,00,00,0.31
2013,01,08,13,00,00,0.1835
2013,01,08,14,00,00,0.0995
2013,01,08,15,00,00,0.022
2013,01,08,16,00,00,0
2013,01,08,17,00,00,0
2013,01,08,18,00,00,0
2013,01,08,19,00,00,0
2013,01,08,20,00,00,0
2013,01,08,21,00,00,0
2013,01,08,22,00,00,0
2013,01,08,23,00,00,0
2013,01,09,00,00,00,0
2013,01,09,01,00,00,0
2013,01,09,02,00,00,0
2013,01,09,03,00,00,0
2013,01,09,04,00,00,0
2013,01,09,05,00,00,0
2013,01,09,06,00,00,0
2013,01,09,07,00,00,0
2013,01,09,08,00,00,0
2013,01,09,09,00,00,0.0345
2013,01,09,10,00,00,0.2045
2013,01,09,11,00,00,0.3505
2013,01,09,12,00,00,0.5725
2013,01,09,13,00,00,0.2635
2013,01,09,14,00,00,0.217
2013,01,09,15,00,00,0.0335
2013,01,09,16,00,00,0
2013,01,09,17,00,00,0
2013,01,09,18,00,00,0
2013,01,09,19,00,00,0
2013,01,09,20,00,00,0
2013,01,09,21,00,00,0
2013,01,09,22,00,00,0
2013,01,09,23,00,00,0
2013,01,10,00,00,00,0
2013,01,10,01,00,00,0
2013,01,10,02,00,00,0
2013,01,10,03,00,00,0
2013,01,10,04,00,00,0
2013,01,10,05,00,00,0
2013,01,10,06,00,00,0
2013,01,10,07,00,00,0
2013,01,10,08,00,00,0
2013,01,10,09,00,00,0.0205
2013,01,10,10,00,00,0.065
2013,01,10,11,00,00,0.1325
2013,01,10,12,00,00,0.136
2013,01,10,13,00,00,0.14
2013,01,10,14,00,00,0.0665
2013,01,10,15,00,00,0.1165
2013,01,10,16,00,00,0.113
2013,01,10,17,00,00,0.395
2013,01,10,18,00,00,-0.1
2013,01,10,19,00,00,-0.0175
2013,01,10,20,00,00,-0.1225
2013,01,10,21,00,00,0.07
2013,01,10,22,00,00,-0.173
2013,01,10,23,00,00,0.3445
2013,01,11,00,00,00,0.2325
2013,01,11,01,00,00,0.2305
2013,01,11,02,00,00,0.1145
2013,01,11,03,00,00,-0.103
2013,01,11,04,00,00,0.2025
2013,01,11,05,00,00,-0.12
2013,01,11,06,00,00,0.218
2013,01,11,07,00,00,0.268
2013,01,11,08,00,00,-0.1025
2013,01,11,09,00,00,-0.0495
2013,01,11,10,00,00,-0.013
2013,01,11,11,00,00,0.444
2013,01,11,12,00,00,-0.0275
2013,01,11,13,00,00,0.13
2013,01,11,14,00,00,0.087
2013,01,11,15,00,00,-0.103
2013,01,11,16,00,00,-0.0955
2013,01,11,17,00,00,-0.139
2013,01,11,18,00,00,0.2225
2013,01,11,19,00,00,0.471
2013,01,11,20,00,00,0.1755
2013,01,11,21,00,00,0.068
2013,01,11,22,00,00,0.052
2013,01,11,23,00,00,-0.038
2013,01,12,00,00,00,0.0325
2013,01,12,01,00,00,0
2013,01,12,02,00,00,0
2013,01,12,03,00,00,0
2013,01,12,04,00,00,0
2013,01,12,05,00,00,0
2013,01,12,06,00,00,0
2013,01,12,07,00,00,0
2013,01,12,08,00,00,0
2013,01,12,09,00,00,0.0105
2013,01,12,10,00,00,0.05
2013,01,12,11,00,00,0.09
2013,01,12,12,00,00,0.1075
2013,01,12,13,00,00,0.12
2013,01,12,14,00,00,0.072
2013,01,12,15,00,00,0.0155
2013,01,12,16,00,00,0
2013,01,12,17,00,00,0
2013,01,12,18,00,00,0
2013,01,12,19,00,00,0
2013,01,12,20,00,00,0
2013,01,12,21,00,00,0
2013,01,12,22,00,00,0
2013,01,12,23,00,00,0
2013,01,13,00,00,00,0
2013,01,13,01,00,00,0
2013,01,13,02,00,00,0
2013,01,13,03,00,00,0
2013,01,13,04,00,00,0
2013,01,13,05,00,00,0
2013,01,13,06,00,00,0
2013,01,13,07,00,00,0
2013,01,13,08,00,00,0.0005
2013,01,13,09,00,00,0.0105
2013,01,13,10,00,00,0.05
2013,01,13,11,00,00,0.1325
2013,01,13,12,00,00,0.1355
2013,01,13,13,00,00,0.1035
2013,01,13,14,00,00,0.056
2013,01,13,15,00,00,0.0155
2013,01,13,16,00,00,0
2013,01,13,17,00,00,0
2013,01,13,18,00,00,0
2013,01,13,19,00,00,0
2013,01,13,20,00,00,0
2013,01,13,21,00,00,0
2013,01,13,22,00,00,0
2013,01,13,23,00,00,0
2013,01,14,00,00,00,0
2013,01,14,01,00,00,0
2013,01,14,02,00,00,0
2013,01,14,03,00,00,0
2013,01,14,04,00,00,0
2013,01,14,05,00,00,0
2013,01,14,06,00,00,0
2013,01,14,07,00,00,0
2013,01,14,08,00,00,0
2013,01,14,09,00,00,0.015
2013,01,14,10,00,00,0.063
2013,01,14,11,00,00,0.1145
2013,01,14,12,00,00,0.1455
2013,01,14,13,00,00,0.1215
2013,01,14,14,00,00,0.077
2013,01,14,15,00,00,0.003
2013,01,14,16,00,00,-0.2785
2013,01,14,17,00,00,0
2013,01,14,18,00,00,-0.568
2013,01,14,19,00,00,-0.4755
2013,01,14,20,00,00,-0.335
2013,01,14,21,00,00,-0.0875
2013,01,14,22,00,00,-0.028
2013,01,14,23,00,00,0
2013,01,15,00,00,00,0
2013,01,15,01,00,00,0
2013,01,15,02,00,00,0
2013,01,15,03,00,00,0
2013,01,15,04,00,00,0
2013,01,15,05,00,00,0
2013,01,15,06,00,00,0
2013,01,15,07,00,00,0
2013,01,15,08,00,00,0
2013,01,15,09,00,00,0.022
2013,01,15,10,00,00,0.0655
2013,01,15,11,00,00,0.119
2013,01,15,12,00,00,0.209
2013,01,15,13,00,00,0.16
2013,01,15,14,00,00,0.073
2013,01,15,15,00,00,0.019
2013,01,15,16,00,00,0
2013,01,15,17,00,00,0.264
2013,01,15,18,00,00,0.2035
2013,01,15,19,00,00,-0.0655
2013,01,15,20,00,00,0.0155
2013,01,15,21,00,00,0.2475
2013,01,15,22,00,00,0.1655
2013,01,15,23,00,00,0.1645
2013,01,16,00,00,00,0.147
2013,01,16,01,00,00,-0.1195
2013,01,16,02,00,00,0
2013,01,16,03,00,00,0.2055
2013,01,16,04,00,00,0.1215
2013,01,16,05,00,00,0.0465
2013,01,16,06,00,00,-0.024
2013,01,16,07,00,00,0
2013,01,16,08,00,00,0.047
2013,01,16,09,00,00,0.062
2013,01,16,10,00,00,0.1135
2013,01,16,11,00,00,0.2985
2013,01,16,12,00,00,0.0825
2013,01,16,13,00,00,-0.0565
2013,01,16,14,00,00,-0.099
2013,01,16,15,00,00,-0.0645
2013,01,16,16,00,00,0
2013,01,16,17,00,00,0.0265
2013,01,16,18,00,00,-0.1525
2013,01,16,19,00,00,-0.2975
2013,01,16,20,00,00,-0.6925
2013,01,16,21,00,00,0.0015
2013,01,16,22,00,00,-0.378
2013,01,16,23,00,00,0
2013,01,17,00,00,00,0
2013,01,17,01,00,00,-0.116
2013,01,17,02,00,00,0
2013,01,17,03,00,00,0
2013,01,17,04,00,00,0
2013,01,17,05,00,00,-0.6195
2013,01,17,06,00,00,0
2013,01,17,07,00,00,0
2013,01,17,08,00,00,0
2013,01,17,09,00,00,-0.0375
2013,01,17,10,00,00,0.163
2013,01,17,11,00,00,0.3125
2013,01,17,12,00,00,0.3225
2013,01,17,13,00,00,0.343
2013,01,17,14,00,00,0.1915
2013,01,17,15,00,00,0.0485
2013,01,17,16,00,00,0
2013,01,17,17,00,00,0
2013,01,17,18,00,00,0
2013,01,17,19,00,00,0
2013,01,17,20,00,00,0
2013,01,17,21,00,00,0
2013,01,17,22,00,00,0
2013,01,17,23,00,00,0
2013,01,18,00,00,00,0
2013,01,18,01,00,00,0
2013,01,18,02,00,00,0
2013,01,18,03,00,00,0
2013,01,18,04,00,00,0
2013,01,18,05,00,00,0
2013,01,18,06,00,00,0
2013,01,18,07,00,00,0
2013,01,18,08,00,00,0.0005
2013,01,18,09,00,00,0.0265
2013,01,18,10,00,00,0.12
2013,01,18,11,00,00,0.229
2013,01,18,12,00,00,0.2215
2013,01,18,13,00,00,0.2365
2013,01,18,14,00,00,0.169
2013,01,18,15,00,00,0.037
2013,01,18,16,00,00,0
2013,01,18,17,00,00,0
2013,01,18,18,00,00,0
2013,01,18,19,00,00,0
2013,01,18,20,00,00,0
2013,01,18,21,00,00,0
2013,01,18,22,00,00,0
2013,01,18,23,00,00,0
2013,01,19,00,00,00,0
2013,01,19,01,00,00,0
2013,01,19,02,00,00,0
2013,01,19,03,00,00,0.677
2013,01,19,04,00,00,-0.286
2013,01,19,05,00,00,0.9975
2013,01,19,06,00,00,0.4765
2013,01,19,07,00,00,0.1895
2013,01,19,08,00,00,0.0125
2013,01,19,09,00,00,0
2013,01,19,10,00,00,0.3975
2013,01,19,11,00,00,0.6185
2013,01,19,12,00,00,0.1295
2013,01,19,13,00,00,0.541
2013,01,19,14,00,00,0.4035
2013,01,19,15,00,00,-0.0675
2013,01,19,16,00,00,0.241
2013,01,19,17,00,00,-0.1565
2013,01,19,18,00,00,0.376
2013,01,19,19,00,00,0.005
2013,01,19,20,00,00,0.125
2013,01,19,21,00,00,0
2013,01,19,22,00,00,0
2013,01,19,23,00,00,0
2013,01,20,00,00,00,0
2013,01,20,01,00,00,0
2013,01,20,02,00,00,0
2013,01,20,03,00,00,0
2013,01,20,04,00,00,0
2013,01,20,05,00,00,0
2013,01,20,06,00,00,0
2013,01,20,07,00,00,0
2013,01,20,08,00,00,0.001
2013,01,20,09,00,00,0.0245
2013,01,20,10,00,00,0.09
2013,01,20,11,00,00,0.1625
2013,01,20,12,00,00,0.2165
2013,01,20,13,00,00,0.146
2013,01,20,14,00,00,0.19
2013,01,20,15,00,00,-0.0805
2013,01,20,16,00,00,0
2013,01,20,17,00,00,0.0175
2013,01,20,18,00,00,0.232
2013,01,20,19,00,00,0.201
2013,01,20,20,00,00,0.1975
2013,01,20,21,00,00,0.0875
2013,01,20,22,00,00,-0.0945
2013,01,20,23,00,00,-0.086
2013,01,21,00,00,00,0
2013,01,21,01,00,00,0
2013,01,21,02,00,00,-0.042
2013,01,21,03,00,00,-0.4165
2013,01,21,04,00,00,-0.0715
2013,01,21,05,00,00,-0.878
2013,01,21,06,00,00,-0.5695
2013,01,21,07,00,00,-0.181
2013,01,21,08,00,00,0.001
2013,01,21,09,00,00,0.027
2013,01,21,10,00,00,0.096
2013,01,21,11,00,00,0.1995
2013,01,21,12,00,00,0.233
2013,01,21,13,00,00,-0.034
2013,01,21,14,00,00,0.136
2013,01,21,15,00,00,-0.0935
2013,01,21,16,00,00,0.2825
2013,01,21,17,00,00,0.524
2013,01,21,18,00,00,0.2365
2013,01,21,19,00,00,-0.059
2013,01,21,20,00,00,-0.1145
2013,01,21,21,00,00,0.8275
2013,01,21,22,00,00,-0.5965
2013,01,21,23,00,00,0.319
2013,01,22,00,00,00,0.153
2013,01,22,01,00,00,-0.0245
2013,01,22,02,00,00,0.0225
2013,01,22,03,00,00,0.141
2013,01,22,04,00,00,0.022
2013,01,22,05,00,00,0.371
2013,01,22,06,00,00,0.1475
2013,01,22,07,00,00,0.203
2013,01,22,08,00,00,0.173
2013,01,22,09,00,00,0.171
2013,01,22,10,00,00,0.0855
2013,01,22,11,00,00,0.754
2013,01,22,12,00,00,0.3895
2013,01,22,13,00,00,0.0875
2013,01,22,14,00,00,-0.302
2013,01,22,15,00,00,0.2555
2013,01,22,16,00,00,-0.158
2013,01,22,17,00,00,0.21
2013,01,22,18,00,00,-0.036
2013,01,22,19,00,00,0.133
2013,01,22,20,00,00,0.0345
2013,01,22,21,00,00,-0.051
2013,01,22,22,00,00,0
2013,01,22,23,00,00,0
2013,01,23,00,00,00,0
2013,01,23,01,00,00,0
2013,01,23,02,00,00,0
2013,01,23,03,00,00,-0.113
2013,01,23,04,00,00,0
2013,01,23,05,00,00,0
2013,01,23,06,00,00,0
2013,01,23,07,00,00,0
2013,01,23,08,00,00,0.0015
2013,01,23,09,00,00,0.0615
2013,01,23,10,00,00,0.238
2013,01,23,11,00,00,0.402
2013,01,23,12,00,00,0.2655
2013,01,23,13,00,00,0.141
2013,01,23,14,00,00,0.1315
2013,01,23,15,00,00,0.0475
2013,01,23,16,00,00,0
2013,01,23,17,00,00,0
2013,01,23,18,00,00,0
2013,01,23,19,00,00,0
2013,01,23,20,00,00,0
2013,01,23,21,00,00,0
2013,01,23,22,00,00,0
2013,01,23,23,00,00,0
2013,01,24,00,00,00,0
2013,01,24,01,00,00,0
2013,01,24,02,00,00,0
2013,01,24,03,00,00,0
2013,01,24,04,00,00,0
2013,01,24,05,00,00,0
2013,01,24,06,00,00,0
2013,01,24,07,00,00,0
2013,01,24,08,00,00,0.0025
2013,01,24,09,00,00,0.0525
2013,01,24,10,00,00,0.1125
2013,01,24,11,00,00,0.1935
2013,01,24,12,00,00,0.296
2013,01,24,13,00,00,0.389
2013,01,24,14,00,00,0.2005
2013,01,24,15,00,00,0.0515
2013,01,24,16,00,00,0
2013,01,24,17,00,00,0
2013,01,24,18,00,00,0
2013,01,24,19,00,00,0.059
2013,01,24,20,00,00,0
2013,01,24,21,00,00,0.181
2013,01,24,22,00,00,0
2013,01,24,23,00,00,0
2013,01,25,00,00,00,0
2013,01,25,01,00,00,0
2013,01,25,02,00,00,0
2013,01,25,03,00,00,0
2013,01,25,04,00,00,0
2013,01,25,05,00,00,0
2013,01,25,06,00,00,0
2013,01,25,07,00,00,0
2013,01,25,08,00,00,0.003
2013,01,25,09,00,00,0.055
2013,01,25,10,00,00,0.1825
2013,01,25,11,00,00,0.344
2013,01,25,12,00,00,0.279
2013,01,25,13,00,00,0.236
2013,01,25,14,00,00,-0.071
2013,01,25,15,00,00,0.2315
2013,01,25,16,00,00,0.0045
2013,01,25,17,00,00,-0.162
2013,01,25,18,00,00,-0.294
2013,01,25,19,00,00,-0.7325
2013,01,25,20,00,00,-0.8645
2013,01,25,21,00,00,-0.598
2013,01,25,22,00,00,-0.252
2013,01,25,23,00,00,-0.0955
2013,01,26,00,00,00,-0.9485
2013,01,26,01,00,00,-0.0235
2013,01,26,02,00,00,0.081
2013,01,26,03,00,00,-0.2375
2013,01,26,04,00,00,-0.503
2013,01,26,05,00,00,-0.183
2013,01,26,06,00,00,-0.3415
2013,01,26,07,00,00,0.1905
2013,01,26,08,00,00,0.1075
2013,01,26,09,00,00,0.3795
2013,01,26,10,00,00,0.279
2013,01,26,11,00,00,0.044
2013,01,26,12,00,00,0.2725
2013,01,26,13,00,00,0.431
2013,01,26,14,00,00,0.0315
2013,01,26,15,00,00,0.142
2013,01,26,16,00,00,0.2865
2013,01,26,17,00,00,0.3415
2013,01,26,18,00,00,0.445
2013,01,26,19,00,00,0.3885
2013,01,26,20,00,00,-0.0715
2013,01,26,21,00,00,0.2655
2013,01,26,22,00,00,0.128
2013,01,26,23,00,00,0.536
2013,01,27,00,00,00,-0.198
2013,01,27,01,00,00,0.043
2013,01,27,02,00,00,0.0755
2013,01,27,03,00,00,0.245
2013,01,27,04,00,00,-0.489
2013,01,27,05,00,00,1.0405
2013,01,27,06,00,00,0.324
2013,01,27,07,00,00,0.286
2013,01,27,08,00,00,0.377
2013,01,27,09,00,00,-0.38
2013,01,27,10,00,00,0.0125
2013,01,27,11,00,00,0.304
2013,01,27,12,00,00,-0.0015
2013,01,27,13,00,00,-0.1025
2013,01,27,14,00,00,-0.0925
2013,01,27,15,00,00,0.366
2013,01,27,16,00,00,0.0815
2013,01,27,17,00,00,0.0875
2013,01,27,18,00,00,0.2035
2013,01,27,19,00,00,-0.0195
2013,01,27,20,00,00,0.062
2013,01,27,21,00,00,0.014
2013,01,27,22,00,00,-0.4195
2013,01,27,23,00,00,0.0845
2013,01,28,00,00,00,0.19
2013,01,28,01,00,00,0.5045
2013,01,28,02,00,00,0.3555
2013,01,28,03,00,00,0.126
2013,01,28,04,00,00,0
2013,01,28,05,00,00,0
2013,01,28,06,00,00,0
2013,01,28,07,00,00,0
2013,01,28,08,00,00,0.0015
2013,01,28,09,00,00,0.0325
2013,01,28,10,00,00,0.115
2013,01,28,11,00,00,0.375
2013,01,28,12,00,00,0.5085
2013,01,28,13,00,00,-0.038
2013,01,28,14,00,00,0.431
2013,01,28,15,00,00,0.3335
2013,01,28,16,00,00,0.5045
2013,01,28,17,00,00,0.568
2013,01,28,18,00,00,0.5475
2013,01,28,19,00,00,0.336
2013,01,28,20,00,00,0.102
2013,01,28,21,00,00,0.158
2013,01,28,22,00,00,-0.0665
2013,01,28,23,00,00,0.246
2013,01,29,00,00,00,0.6225
2013,01,29,01,00,00,0.2455
2013,01,29,02,00,00,0.2425
2013,01,29,03,00,00,-0.283
2013,01,29,04,00,00,0.1465
2013,01,29,05,00,00,-0.503
2013,01,29,06,00,00,0.0295
2013,01,29,07,00,00,0.3905
2013,01,29,08,00,00,-0.12
2013,01,29,09,00,00,-0.1315
2013,01,29,10,00,00,0.38
2013,01,29,11,00,00,0.238
2013,01,29,12,00,00,0.6405
2013,01,29,13,00,00,0.91
2013,01,29,14,00,00,-0.6495
2013,01,29,15,00,00,1.3135
2013,01,29,16,00,00,-0.321
2013,01,29,17,00,00,-0.8605
2013,01,29,18,00,00,-0.394
2013,01,29,19,00,00,0.147
2013,01,29,20,00,00,-0.102
2013,01,29,21,00,00,0.2525
2013,01,29,22,00,00,0.457
2013,01,29,23,00,00,-0.379
2013,01,30,00,00,00,-0.6875
2013,01,30,01,00,00,-0.0305
2013,01,30,02,00,00,-0.2245
2013,01,30,03,00,00,-0.2705
2013,01,30,04,00,00,0.1995
2013,01,30,05,00,00,0.329
2013,01,30,06,00,00,0
2013,01,30,07,00,00,0.006
2013,01,30,08,00,00,0.5
2013,01,30,09,00,00,0.4995
2013,01,30,10,00,00,0.6075
2013,01,30,11,00,00,0.537
2013,01,30,12,00,00,0.8305
2013,01,30,13,00,00,0.594
2013,01,30,14,00,00,0.351
2013,01,30,15,00,00,0.8825
2013,01,30,16,00,00,0.127
2013,01,30,17,00,00,0.7885
2013,01,30,18,00,00,0.3785
2013,01,30,19,00,00,0.2855
2013,01,30,20,00,00,0.379
2013,01,30,21,00,00,0.221
2013,01,30,22,00,00,-0.03
2013,01,30,23,00,00,0.621
2013,01,31,00,00,00,-0.3515
2013,01,31,01,00,00,-0.473
2013,01,31,02,00,00,-0.4615
2013,01,31,03,00,00,0.0725
2013,01,31,04,00,00,0.086
2013,01,31,05,00,00,0.03
2013,01,31,06,00,00,-0.031
2013,01,31,07,00,00,0.1945
2013,01,31,08,00,00,0.3575
2013,01,31,09,00,00,0.0945
2013,01,31,10,00,00,0.4715
2013,01,31,11,00,00,0.689
2013,01,31,12,00,00,0.324
2013,01,31,13,00,00,0.334
2013,01,31,14,00,00,0.6605
2013,01,31,15,00,00,0.1
2013,01,31,16,00,00,-0.1035
2013,01,31,17,00,00,-0.169
2013,01,31,18,00,00,0.1465
2013,01,31,19,00,00,0.2545
2013,01,31,20,00,00,0.1555
2013,01,31,21,00,00,-0.2645
2013,01,31,22,00,00,-0.3335
2013,01,31,23,00,00,-0.7115
2013,02,01,00,00,00,0
2013,02,01,01,00,00,0
2013,02,01,02,00,00,0
2013,02,01,03,00,00,0
2013,02,01,04,00,00,0
2013,02,01,05,00,00,0
2013,02,01,06,00,00,0
2013,02,01,07,00,00,0
2013,02,01,08,00,00,0.0085
2013,02,01,09,00,00,0.071
2013,02,01,10,00,00,0.155
2013,02,01,11,00,00,0.2865
2013,02,01,12,00,00,0.267
2013,02,01,13,00,00,-0.741
2013,02,01,14,00,00,0.184
2013,02,01,15,00,00,-0.7015
2013,02,01,16,00,00,0.0125
2013,02,01,17,00,00,0
2013,02,01,18,00,00,-0.7585
2013,02,01,19,00,00,-0.3165
2013,02,01,20,00,00,-1.2585
2013,02,01,21,00,00,0.027
2013,02,01,22,00,00,-0.5555
2013,02,01,23,00,00,0.009
2013,02,02,00,00,00,0
2013,02,02,01,00,00,-0.3445
2013,02,02,02,00,00,0.098
2013,02,02,03,00,00,-0.0835
2013,02,02,04,00,00,-0.174
2013,02,02,05,00,00,0
2013,02,02,06,00,00,-0.1465
2013,02,02,07,00,00,-0.1045
2013,02,02,08,00,00,-0.085
2013,02,02,09,00,00,0.0735
2013,02,02,10,00,00,0.191
2013,02,02,11,00,00,0.268
2013,02,02,12,00,00,0.3135
2013,02,02,13,00,00,0.1925
2013,02,02,14,00,00,0.506
2013,02,02,15,00,00,-0.0645
2013,02,02,16,00,00,0.181
2013,02,02,17,00,00,0.0125
2013,02,02,18,00,00,0.192
2013,02,02,19,00,00,0.1265
2013,02,02,20,00,00,0.0315
2013,02,02,21,00,00,-0.1485
2013,02,02,22,00,00,-0.062
2013,02,02,23,00,00,0
2013,02,03,00,00,00,0
2013,02,03,01,00,00,0
2013,02,03,02,00,00,0
2013,02,03,03,00,00,0
2013,02,03,04,00,00,0
2013,02,03,05,00,00,0.079
2013,02,03,06,00,00,0
2013,02,03,07,00,00,-0.8195
2013,02,03,08,00,00,0.0065
2013,02,03,09,00,00,0.06
2013,02,03,10,00,00,0.1415
2013,02,03,11,00,00,0.048
2013,02,03,12,00,00,-0.451
2013,02,03,13,00,00,-0.0055
2013,02,03,14,00,00,0.23
2013,02,03,15,00,00,0.11
2013,02,03,16,00,00,0.0155
2013,02,03,17,00,00,0
2013,02,03,18,00,00,-0.45
2013,02,03,19,00,00,0
2013,02,03,20,00,00,-0.137
2013,02,03,21,00,00,0
2013,02,03,22,00,00,0
2013,02,03,23,00,00,0
2013,02,04,00,00,00,0
2013,02,04,01,00,00,0
2013,02,04,02,00,00,0
2013,02,04,03,00,00,0
2013,02,04,04,00,00,0
2013,02,04,05,00,00,-0.218
2013,02,04,06,00,00,0
2013,02,04,07,00,00,0
2013,02,04,08,00,00,0.0055
2013,02,04,09,00,00,0.053
2013,02,04,10,00,00,0.1045
