Year,Month,Day,Hour,Minute,Second,HYY_META.CO2336
2013,01,04,08,00,00,406.652
2013,01,04,09,00,00,407.445
2013,01,04,10,00,00,407.565
2013,01,04,11,00,00,407.444
2013,01,04,12,00,00,406.563
2013,01,04,13,00,00,405.136
2013,01,04,14,00,00,404.624
2013,01,04,15,00,00,405.178
2013,01,04,16,00,00,406.168
2013,01,04,17,00,00,406.672
2013,01,04,18,00,00,405.593
2013,01,04,19,00,00,404.498
2013,01,04,20,00,00,404.374
2013,01,04,21,00,00,403.856
2013,01,04,22,00,00,402.712
2013,01,04,23,00,00,401.864
2013,01,05,00,00,00,401.914
2013,01,05,01,00,00,401.904
2013,01,05,02,00,00,401.847
2013,01,05,03,00,00,401.919
2013,01,05,04,00,00,401.844
2013,01,05,05,00,00,401.743
2013,01,05,06,00,00,401.84
2013,01,05,07,00,00,402.075
2013,01,05,08,00,00,402.388
2013,01,05,09,00,00,402.931
2013,01,05,10,00,00,402.665
2013,01,05,11,00,00,402.35
2013,01,05,12,00,00,402.453
2013,01,05,13,00,00,402.146
2013,01,05,14,00,00,402.234
2013,01,05,15,00,00,402.714
2013,01,05,16,00,00,403.162
2013,01,05,17,00,00,403.376
2013,01,05,18,00,00,403.109
2013,01,05,19,00,00,403.039
2013,01,05,20,00,00,402.884
2013,01,05,21,00,00,402.737
2013,01,05,22,00,00,402.672
2013,01,05,23,00,00,402.605
2013,01,06,00,00,00,402.683
2013,01,06,01,00,00,402.896
2013,01,06,02,00,00,403.191
2013,01,06,03,00,00,403.529
2013,01,06,04,00,00,403.712
2013,01,06,05,00,00,403.953
2013,01,06,06,00,00,403.855
2013,01,06,07,00,00,403.74
2013,01,06,08,00,00,403.757
2013,01,06,09,00,00,403.925
2013,01,06,10,00,00,404.883
2013,01,06,11,00,00,405.201
2013,01,06,12,00,00,405.11
2013,01,06,13,00,00,405.38
2013,01,06,14,00,00,405.485
2013,01,06,15,00,00,405.737
2013,01,06,16,00,00,405.812
2013,01,06,17,00,00,406.557
2013,01,06,18,00,00,406.849
2013,01,06,19,00,00,406.069
2013,01,06,20,00,00,406.503
2013,01,06,21,00,00,407.084
2013,01,06,22,00,00,407.571
2013,01,06,23,00,00,407.648
2013,01,07,00,00,00,407.352
2013,01,07,01,00,00,406.828
2013,01,07,02,00,00,407.285
2013,01,07,03,00,00,407.597
2013,01,07,04,00,00,407.317
2013,01,07,05,00,00,407.175
2013,01,07,06,00,00,407.462
2013,01,07,07,00,00,407.422
2013,01,07,08,00,00,407.631
2013,01,07,09,00,00,408.773
2013,01,07,10,00,00,409.584
2013,01,07,11,00,00,409.247
2013,01,07,12,00,00,408.635
2013,01,07,13,00,00,408.788
2013,01,07,14,00,00,408.761
2013,01,07,15,00,00,408.784
2013,01,07,16,00,00,408.809
2013,01,07,17,00,00,408.712
2013,01,07,18,00,00,408.937
2013,01,07,19,00,00,408.566
2013,01,07,20,00,00,408.168
2013,01,07,21,00,00,407.712
2013,01,07,22,00,00,407.484
2013,01,07,23,00,00,407.079
2013,01,08,00,00,00,406.527
2013,01,08,01,00,00,406.126
2013,01,08,02,00,00,405.794
2013,01,08,03,00,00,404.866
2013,01,08,04,00,00,404.716
2013,01,08,05,00,00,404.841
2013,01,08,06,00,00,405.255
2013,01,08,07,00,00,405.126
2013,01,08,08,00,00,405.097
2013,01,08,09,00,00,405.261
2013,01,08,10,00,00,405.084
2013,01,08,11,00,00,404.746
2013,01,08,12,00,00,404.188
2013,01,08,13,00,00,403.596
2013,01,08,14,00,00,403.812
2013,01,08,15,00,00,403.775
2013,01,08,16,00,00,403.412
2013,01,08,17,00,00,403.434
2013,01,08,18,00,00,403.615
2013,01,08,19,00,00,403.816
2013,01,08,20,00,00,404.14
2013,01,08,21,00,00,404.687
2013,01,08,22,00,00,405.284
2013,01,08,23,00,00,406.04
2013,01,09,00,00,00,406.401
2013,01,09,01,00,00,406.422
2013,01,09,02,00,00,405.853
2013,01,09,03,00,00,405.752
2013,01,09,04,00,00,405.89
2013,01,09,05,00,00,405.805
2013,01,09,06,00,00,406.171
2013,01,09,07,00,00,406.023
2013,01,09,08,00,00,406.071
2013,01,09,09,00,00,404.947
2013,01,09,10,00,00,403.189
2013,01,09,11,00,00,402.007
2013,01,09,12,00,00,401.034
2013,01,09,13,00,00,400.652
2013,01,09,14,00,00,400.49
2013,01,09,15,00,00,400.625
2013,01,09,16,00,00,400.804
2013,01,09,17,00,00,400.956
2013,01,09,18,00,00,400.957
2013,01,09,19,00,00,400.963
2013,01,09,20,00,00,401.086
2013,01,09,21,00,00,401.204
2013,01,09,22,00,00,400.84
2013,01,09,23,00,00,400.726
2013,01,10,00,00,00,400.884
2013,01,10,01,00,00,401.106
2013,01,10,02,00,00,401.693
2013,01,10,03,00,00,402.008
2013,01,10,04,00,00,402.533
2013,01,10,05,00,00,402.516
2013,01,10,06,00,00,402.629
2013,01,10,07,00,00,405.646
2013,01,10,08,00,00,406.84
2013,01,10,09,00,00,407.809
2013,01,10,10,00,00,408.532
2013,01,10,11,00,00,409.057
2013,01,10,12,00,00,408.821
2013,01,10,13,00,00,408.144
2013,01,10,14,00,00,407.938
2013,01,10,15,00,00,408.041
2013,01,10,16,00,00,408.303
2013,01,10,17,00,00,407.897
2013,01,10,18,00,00,406.65
2013,01,10,19,00,00,406.044
2013,01,10,20,00,00,406.004
2013,01,10,21,00,00,406.006
2013,01,10,22,00,00,405.976
2013,01,10,23,00,00,404.747
2013,01,11,00,00,00,404.27
2013,01,11,01,00,00,404.018
2013,01,11,02,00,00,404.37
2013,01,11,03,00,00,404.618
2013,01,11,04,00,00,404.146
2013,01,11,05,00,00,403.218
2013,01,11,06,00,00,402.839
2013,01,11,07,00,00,401.794
2013,01,11,08,00,00,401.867
2013,01,11,09,00,00,402.19
2013,01,11,10,00,00,402.222
2013,01,11,11,00,00,402.287
2013,01,11,12,00,00,402.831
2013,01,11,13,00,00,403.102
2013,01,11,14,00,00,402.96
2013,01,11,15,00,00,403.151
2013,01,11,16,00,00,403.066
2013,01,11,17,00,00,403.23
2013,01,11,18,00,00,403.323
2013,01,11,19,00,00,403.466
2013,01,11,20,00,00,403.625
2013,01,11,21,00,00,403.01
2013,01,11,22,00,00,402.937
2013,01,11,23,00,00,402.947
2013,01,12,00,00,00,402.924
2013,01,12,01,00,00,403.12
2013,01,12,02,00,00,403.15
2013,01,12,03,00,00,403.275
2013,01,12,04,00,00,403.302
2013,01,12,05,00,00,403.449
2013,01,12,06,00,00,403.458
2013,01,12,07,00,00,403.398
2013,01,12,08,00,00,403.756
2013,01,12,09,00,00,403.932
2013,01,12,10,00,00,404.062
2013,01,12,11,00,00,404.414
2013,01,12,12,00,00,404.11
2013,01,12,13,00,00,403.97
2013,01,12,14,00,00,404.147
2013,01,12,15,00,00,404.787
2013,01,12,16,00,00,405.342
2013,01,12,17,00,00,405.088
2013,01,12,18,00,00,404.232
2013,01,12,19,00,00,403.639
2013,01,12,20,00,00,403.303
2013,01,12,21,00,00,403.503
2013,01,12,22,00,00,403.529
2013,01,12,23,00,00,403.609
2013,01,13,00,00,00,403.445
2013,01,13,01,00,00,403.59
2013,01,13,02,00,00,403.128
2013,01,13,03,00,00,402.71
2013,01,13,04,00,00,402.395
2013,01,13,05,00,00,402.321
2013,01,13,06,00,00,402.165
2013,01,13,07,00,00,402.101
2013,01,13,08,00,00,401.918
2013,01,13,09,00,00,402.044
2013,01,13,10,00,00,402.293
2013,01,13,11,00,00,402.265
2013,01,13,12,00,00,402.266
2013,01,13,13,00,00,402.256
2013,01,13,14,00,00,402.449
2013,01,13,15,00,00,402.486
2013,01,13,16,00,00,401.797
2013,01,13,17,00,00,401.602
2013,01,13,18,00,00,402.151
2013,01,13,19,00,00,401.983
2013,01,13,20,00,00,401.829
2013,01,13,21,00,00,401.297
2013,01,13,22,00,00,401.295
2013,01,13,23,00,00,401.076
2013,01,14,00,00,00,401.048
2013,01,14,01,00,00,401.23
2013,01,14,02,00,00,401.208
2013,01,14,03,00,00,401.158
2013,01,14,04,00,00,401.118
2013,01,14,05,00,00,401.264
2013,01,14,06,00,00,401.638
2013,01,14,07,00,00,402.064
2013,01,14,08,00,00,402.181
2013,01,14,09,00,00,402.277
2013,01,14,10,00,00,402.141
2013,01,14,11,00,00,401.824
2013,01,14,12,00,00,401.906
2013,01,14,13,00,00,402.11
2013,01,14,14,00,00,402.392
2013,01,14,15,00,00,402.282
2013,01,14,16,00,00,402.153
2013,01,14,17,00,00,402.243
2013,01,14,18,00,00,402.221
2013,01,14,19,00,00,401.624
2013,01,14,20,00,00,401.224
2013,01,14,21,00,00,400.815
2013,01,14,22,00,00,400.672
2013,01,14,23,00,00,400.495
2013,01,15,00,00,00,400.669
2013,01,15,01,00,00,400.718
2013,01,15,02,00,00,401.01
2013,01,15,03,00,00,400.793
2013,01,15,04,00,00,401.075
2013,01,15,05,00,00,400.687
2013,01,15,06,00,00,400.284
2013,01,15,07,00,00,400.405
2013,01,15,08,00,00,400.745
2013,01,15,09,00,00,401.396
2013,01,15,10,00,00,401.209
2013,01,15,11,00,00,401.576
2013,01,15,12,00,00,402.2
2013,01,15,13,00,00,402.186
2013,01,15,14,00,00,401.453
2013,01,15,15,00,00,401.093
2013,01,15,16,00,00,401.164
2013,01,15,17,00,00,401.042
2013,01,15,18,00,00,400.966
2013,01,15,19,00,00,401.137
2013,01,15,20,00,00,401.022
2013,01,15,21,00,00,400.962
2013,01,15,22,00,00,401.146
2013,01,15,23,00,00,401.196
2013,01,16,00,00,00,400.977
2013,01,16,01,00,00,400.984
2013,01,16,02,00,00,401.305
2013,01,16,03,00,00,401.836
2013,01,16,04,00,00,402.246
2013,01,16,05,00,00,402.255
2013,01,16,06,00,00,402.22
2013,01,16,07,00,00,402.33
2013,01,16,08,00,00,402.575
2013,01,16,09,00,00,402.775
2013,01,16,10,00,00,403.307
2013,01,16,11,00,00,402.644
2013,01,16,12,00,00,402.616
2013,01,16,13,00,00,403.212
2013,01,16,14,00,00,403.596
2013,01,16,15,00,00,403.541
2013,01,16,16,00,00,403.725
2013,01,16,17,00,00,403.82
2013,01,16,18,00,00,404.189
2013,01,16,19,00,00,404.095
2013,01,16,20,00,00,404.027
2013,01,16,21,00,00,404.132
2013,01,16,22,00,00,404.337
2013,01,16,23,00,00,404.817
2013,01,17,00,00,00,405.505
2013,01,17,01,00,00,406.074
2013,01,17,02,00,00,406.131
2013,01,17,03,00,00,406.543
2013,01,17,04,00,00,406.849
2013,01,17,05,00,00,406.592
2013,01,17,06,00,00,405.845
2013,01,17,07,00,00,405.757
2013,01,17,08,00,00,405.766
2013,01,17,09,00,00,405.839
2013,01,17,10,00,00,405.924
2013,01,17,11,00,00,406.399
2013,01,17,12,00,00,406.871
2013,01,17,13,00,00,407.432
2013,01,17,14,00,00,407.642
2013,01,17,15,00,00,407.847
2013,01,17,16,00,00,408.858
2013,01,17,17,00,00,409.181
2013,01,17,18,00,00,409.346
2013,01,17,19,00,00,408.775
2013,01,17,20,00,00,408.054
2013,01,17,21,00,00,407.868
2013,01,17,22,00,00,407.618
2013,01,17,23,00,00,407.36
2013,01,18,00,00,00,407.086
2013,01,18,01,00,00,406.54
2013,01,18,02,00,00,405.861
2013,01,18,03,00,00,404.268
2013,01,18,04,00,00,403.852
2013,01,18,05,00,00,403.794
2013,01,18,06,00,00,404.361
2013,01,18,07,00,00,403.492
2013,01,18,08,00,00,403.931
2013,01,18,09,00,00,404.568
2013,01,18,10,00,00,404.58
2013,01,18,11,00,00,403.916
2013,01,18,12,00,00,404.176
2013,01,18,13,00,00,403.606
2013,01,18,14,00,00,404.597
2013,01,18,15,00,00,405.527
2013,01,18,16,00,00,406.316
2013,01,18,17,00,00,406.682
2013,01,18,18,00,00,405.853
2013,01,18,19,00,00,407.209
2013,01,18,20,00,00,408.942
2013,01,18,21,00,00,414.095
2013,01,18,22,00,00,410.146
2013,01,18,23,00,00,408.15
2013,01,19,00,00,00,408.297
2013,01,19,01,00,00,406.5
2013,01,19,02,00,00,405.982
2013,01,19,03,00,00,406.206
2013,01,19,04,00,00,406.577
2013,01,19,05,00,00,405.438
2013,01,19,06,00,00,405.716
2013,01,19,07,00,00,405.815
2013,01,19,08,00,00,406.012
2013,01,19,09,00,00,406.474
2013,01,19,10,00,00,405.872
2013,01,19,11,00,00,405.851
2013,01,19,12,00,00,406.233
2013,01,19,13,00,00,406.33
2013,01,19,14,00,00,406.455
2013,01,19,15,00,00,407.041
2013,01,19,16,00,00,407.156
2013,01,19,17,00,00,407.361
2013,01,19,18,00,00,407.452
2013,01,19,19,00,00,407.481
2013,01,19,20,00,00,407.606
2013,01,19,21,00,00,407.313
2013,01,19,22,00,00,406.223
2013,01,19,23,00,00,404.513
2013,01,20,00,00,00,403.785
2013,01,20,01,00,00,403.034
2013,01,20,02,00,00,402.719
2013,01,20,03,00,00,402.327
2013,01,20,04,00,00,402.315
2013,01,20,05,00,00,402.334
2013,01,20,06,00,00,402.487
2013,01,20,07,00,00,402.107
2013,01,20,08,00,00,401.318
2013,01,20,09,00,00,400.767
2013,01,20,10,00,00,400.449
2013,01,20,11,00,00,400.562
2013,01,20,12,00,00,400.533
2013,01,20,13,00,00,400.386
2013,01,20,14,00,00,400.053
2013,01,20,15,00,00,400.044
2013,01,20,16,00,00,400.167
2013,01,20,17,00,00,400.138
2013,01,20,18,00,00,399.861
2013,01,20,19,00,00,399.941
2013,01,20,20,00,00,399.835
2013,01,20,21,00,00,399.883
2013,01,20,22,00,00,399.883
2013,01,20,23,00,00,399.916
2013,01,21,00,00,00,400.052
2013,01,21,01,00,00,400.226
2013,01,21,02,00,00,400.316
2013,01,21,03,00,00,400.456
2013,01,21,04,00,00,400.611
2013,01,21,05,00,00,400.793
2013,01,21,06,00,00,400.977
2013,01,21,07,00,00,401.231
2013,01,21,08,00,00,401.491
2013,01,21,09,00,00,401.784
2013,01,21,10,00,00,402.15
2013,01,21,11,00,00,402.858
2013,01,21,12,00,00,402.686
2013,01,21,13,00,00,402.862
2013,01,21,14,00,00,402.88
2013,01,21,15,00,00,402.421
2013,01,21,16,00,00,401.77
2013,01,21,17,00,00,401.129
2013,01,21,18,00,00,401.193
2013,01,21,19,00,00,401.308
2013,01,21,20,00,00,401.36
2013,01,21,21,00,00,401.131
2013,01,21,22,00,00,401.736
2013,01,21,23,00,00,401.065
2013,01,22,00,00,00,401.041
2013,01,22,01,00,00,401.33
2013,01,22,02,00,00,401.512
2013,01,22,03,00,00,401.583
2013,01,22,04,00,00,401.785
2013,01,22,05,00,00,401.646
2013,01,22,06,00,00,401.621
2013,01,22,07,00,00,401.659
2013,01,22,08,00,00,401.774
2013,01,22,09,00,00,401.837
2013,01,22,10,00,00,401.987
2013,01,22,11,00,00,402.074
2013,01,22,12,00,00,402.307
2013,01,22,13,00,00,402.578
2013,01,22,14,00,00,402.739
2013,01,22,15,00,00,402.536
2013,01,22,16,00,00,402.301
2013,01,22,17,00,00,402.138
2013,01,22,18,00,00,402.257
2013,01,22,19,00,00,402.331
2013,01,22,20,00,00,402.366
2013,01,22,21,00,00,402.302
2013,01,22,22,00,00,402.124
2013,01,22,23,00,00,402.135
2013,01,23,00,00,00,402.046
2013,01,23,01,00,00,402.116
2013,01,23,02,00,00,402.326
2013,01,23,03,00,00,402.456
2013,01,23,04,00,00,402.395
2013,01,23,05,00,00,402.436
2013,01,23,06,00,00,402.395
2013,01,23,07,00,00,402.787
2013,01,23,08,00,00,403.275
2013,01,23,09,00,00,403.461
2013,01,23,10,00,00,403.358
2013,01,23,11,00,00,403.464
2013,01,23,12,00,00,403.374
2013,01,23,13,00,00,403.36
2013,01,23,14,00,00,403.584
2013,01,23,15,00,00,403.897
2013,01,23,16,00,00,404.136
2013,01,23,17,00,00,404.084
2013,01,23,18,00,00,403.812
2013,01,23,19,00,00,403.716
2013,01,23,20,00,00,403.846
2013,01,23,21,00,00,403.8
2013,01,23,22,00,00,403.835
2013,01,23,23,00,00,403.921
2013,01,24,00,00,00,404.098
2013,01,24,01,00,00,404.424
2013,01,24,02,00,00,404.519
2013,01,24,03,00,00,404.224
2013,01,24,04,00,00,404.047
2013,01,24,05,00,00,403.91
2013,01,24,06,00,00,403.865
2013,01,24,07,00,00,403.708
2013,01,24,08,00,00,403.707
2013,01,24,09,00,00,403.778
2013,01,24,10,00,00,403.942
2013,01,24,11,00,00,404.166
2013,01,24,12,00,00,404.302
2013,01,24,13,00,00,404.43
2013,01,24,14,00,00,404.355
2013,01,24,15,00,00,404.404
2013,01,24,16,00,00,404.409
2013,01,24,17,00,00,404.416
2013,01,24,18,00,00,404.42
2013,01,24,19,00,00,404.422
2013,01,24,20,00,00,404.445
2013,01,24,21,00,00,404.692
2013,01,24,22,00,00,404.577
2013,01,24,23,00,00,404.379
2013,01,25,00,00,00,404.315
2013,01,25,01,00,00,404.226
2013,01,25,02,00,00,404.292
2013,01,25,03,00,00,404.361
2013,01,25,04,00,00,404.401
2013,01,25,05,00,00,404.144
2013,01,25,06,00,00,404.431
2013,01,25,07,00,00,404.308
2013,01,25,08,00,00,404.518
2013,01,25,09,00,00,405.524
2013,01,25,10,00,00,405.827
2013,01,25,11,00,00,405.146
2013,01,25,12,00,00,404.459
2013,01,25,13,00,00,404.664
2013,01,25,14,00,00,404.602
2013,01,25,15,00,00,404.059
2013,01,25,16,00,00,403.808
2013,01,25,17,00,00,403.457
2013,01,25,18,00,00,403.635
2013,01,25,19,00,00,403.717
2013,01,25,20,00,00,404.136
2013,01,25,21,00,00,403.793
2013,01,25,22,00,00,403.313
2013,01,25,23,00,00,403.567
2013,01,26,00,00,00,403.579
2013,01,26,01,00,00,403.652
2013,01,26,02,00,00,403.976
2013,01,26,03,00,00,404.225
2013,01,26,04,00,00,404.355
2013,01,26,05,00,00,403.895
2013,01,26,06,00,00,403.695
2013,01,26,07,00,00,403.768
2013,01,26,08,00,00,403.955
2013,01,26,09,00,00,404.412
2013,01,26,10,00,00,405.021
2013,01,26,11,00,00,405.019
2013,01,26,12,00,00,404.671
2013,01,26,13,00,00,404.73
2013,01,26,14,00,00,405.284
2013,01,26,15,00,00,405.321
2013,01,26,16,00,00,405.138
2013,01,26,17,00,00,404.874
2013,01,26,18,00,00,405.104
2013,01,26,19,00,00,403.982
2013,01,26,20,00,00,403.367
2013,01,26,21,00,00,403.231
2013,01,26,22,00,00,403.221
2013,01,26,23,00,00,403.367
2013,01,27,00,00,00,403.569
2013,01,27,01,00,00,403.708
2013,01,27,02,00,00,403.907
2013,01,27,03,00,00,403.616
2013,01,27,04,00,00,403.903
2013,01,27,05,00,00,403.113
2013,01,27,06,00,00,403.263
2013,01,27,07,00,00,403.567
2013,01,27,08,00,00,404.012
2013,01,27,09,00,00,404.644
2013,01,27,10,00,00,404.312
2013,01,27,11,00,00,404.545
2013,01,27,12,00,00,405.671
2013,01,27,13,00,00,405.522
2013,01,27,14,00,00,405.506
2013,01,27,15,00,00,405.47
2013,01,27,16,00,00,405.609
2013,01,27,17,00,00,405.664
2013,01,27,18,00,00,405.634
2013,01,27,19,00,00,405.565
2013,01,27,20,00,00,405.403
2013,01,27,21,00,00,405.429
2013,01,27,22,00,00,406.607
2013,01,27,23,00,00,408.48
2013,01,28,00,00,00,409.308
2013,01,28,01,00,00,408.944
2013,01,28,02,00,00,408.684
2013,01,28,03,00,00,408.467
2013,01,28,04,00,00,408.289
2013,01,28,05,00,00,408.129
2013,01,28,06,00,00,408.435
2013,01,28,07,00,00,408.418
2013,01,28,08,00,00,408.268
2013,01,28,09,00,00,408.894
2013,01,28,10,00,00,409.489
2013,01,28,11,00,00,409.689
2013,01,28,12,00,00,410.333
2013,01,28,13,00,00,411.904
2013,01,28,14,00,00,412.81
2013,01,28,15,00,00,413.807
2013,01,28,16,00,00,414.359
2013,01,28,17,00,00,414.52
2013,01,28,18,00,00,414.287
2013,01,28,19,00,00,414.432
2013,01,28,20,00,00,414.558
2013,01,28,21,00,00,413.967
2013,01,28,22,00,00,413.279
2013,01,28,23,00,00,411.3275
2013,01,29,00,00,00,405.67857
2013,01,29,01,00,00,403.616
2013,01,29,02,00,00,403.394
2013,01,29,03,00,00,403.274
2013,01,29,04,00,00,402.956
2013,01,29,05,00,00,403.029
2013,01,29,06,00,00,402.49
2013,01,29,07,00,00,402.665
2013,01,29,08,00,00,403.074
2013,01,29,09,00,00,403.087
2013,01,29,10,00,00,402.91
2013,01,29,11,00,00,403.083
2013,01,29,12,00,00,402.774
2013,01,29,13,00,00,402.568
2013,01,29,14,00,00,402.834
2013,01,29,15,00,00,403.003
2013,01,29,16,00,00,403.107
2013,01,29,17,00,00,402.843
2013,01,29,18,00,00,403.165
2013,01,29,19,00,00,403.534
2013,01,29,20,00,00,403.737
2013,01,29,21,00,00,403.819
2013,01,29,22,00,00,404.606
2013,01,29,23,00,00,405.879
2013,01,30,00,00,00,407.612
2013,01,30,01,00,00,408.27
2013,01,30,02,00,00,409.662
2013,01,30,03,00,00,411.003
2013,01,30,04,00,00,410.452
2013,01,30,05,00,00,410.515
2013,01,30,06,00,00,411.675
2013,01,30,07,00,00,412.963
2013,01,30,08,00,00,413.676
2013,01,30,09,00,00,414.187
2013,01,30,10,00,00,414.534
2013,01,30,11,00,00,414.692
2013,01,30,12,00,00,414.901
2013,01,30,13,00,00,415.436
2013,01,30,14,00,00,415.573
2013,01,30,15,00,00,415.393
2013,01,30,16,00,00,415.426
2013,01,30,17,00,00,414.638
2013,01,30,18,00,00,414.145
2013,01,30,19,00,00,413.732
2013,01,30,20,00,00,413.359
2013,01,30,21,00,00,413.307
2013,01,30,22,00,00,413.212
2013,01,30,23,00,00,411.633
2013,01,31,00,00,00,409.187
2013,01,31,01,00,00,406.272
2013,01,31,02,00,00,404.692
2013,01,31,03,00,00,403.547
2013,01,31,04,00,00,402.71
2013,01,31,05,00,00,402.326
2013,01,31,06,00,00,402.01
2013,01,31,07,00,00,401.913
2013,01,31,08,00,00,401.703
2013,01,31,09,00,00,401.702
2013,01,31,10,00,00,401.663
2013,01,31,11,00,00,401.52
2013,01,31,12,00,00,401.283
2013,01,31,13,00,00,401.322
2013,01,31,14,00,00,401.272
2013,01,31,15,00,00,401.602
2013,01,31,16,00,00,401.922
2013,01,31,17,00,00,402.34
2013,01,31,18,00,00,402.423
2013,01,31,19,00,00,402.493
2013,01,31,20,00,00,402.617
2013,01,31,21,00,00,402.968
2013,01,31,22,00,00,404.334
2013,01,31,23,00,00,406.209
2013,02,01,00,00,00,409.827
2013,02,01,01,00,00,412.684
2013,02,01,02,00,00,411.401
2013,02,01,03,00,00,409.195
2013,02,01,04,00,00,409.106
2013,02,01,05,00,00,407.68
2013,02,01,06,00,00,406.242
2013,02,01,07,00,00,405.824
2013,02,01,08,00,00,405.321
2013,02,01,09,00,00,405.028
2013,02,01,10,00,00,404.597
2013,02,01,11,00,00,404.125
2013,02,01,12,00,00,403.795
2013,02,01,13,00,00,402.738
2013,02,01,14,00,00,401.825
2013,02,01,15,00,00,401.512
2013,02,01,16,00,00,402.292
2013,02,01,17,00,00,402.096
2013,02,01,18,00,00,402.748
2013,02,01,19,00,00,403.047
2013,02,01,20,00,00,403.035
2013,02,01,21,00,00,402.387
2013,02,01,22,00,00,401.793
2013,02,01,23,00,00,400.783
2013,02,02,00,00,00,400.574
2013,02,02,01,00,00,401.274
2013,02,02,02,00,00,401.22
2013,02,02,03,00,00,400.742
2013,02,02,04,00,00,401.183
2013,02,02,05,00,00,401.823
2013,02,02,06,00,00,402.683
2013,02,02,07,00,00,402.845
2013,02,02,08,00,00,402.546
2013,02,02,09,00,00,402.669
2013,02,02,10,00,00,402.509
2013,02,02,11,00,00,402.26
2013,02,02,12,00,00,402.018
2013,02,02,13,00,00,401.93
2013,02,02,14,00,00,401.941
2013,02,02,15,00,00,402.336
2013,02,02,16,00,00,402.597
2013,02,02,17,00,00,402.644
2013,02,02,18,00,00,402.465
2013,02,02,19,00,00,402.492
2013,02,02,20,00,00,402.792
2013,02,02,21,00,00,403.008
2013,02,02,22,00,00,403.245
2013,02,02,23,00,00,403.749
2013,02,03,00,00,00,404.152
2013,02,03,01,00,00,404.812
2013,02,03,02,00,00,405.028
2013,02,03,03,00,00,405.283
2013,02,03,04,00,00,405.897
2013,02,03,05,00,00,407.156
2013,02,03,06,00,00,407.519
2013,02,03,07,00,00,407.409
2013,02,03,08,00,00,407.317
2013,02,03,09,00,00,406.833
2013,02,03,10,00,00,406.461
2013,02,03,11,00,00,406.788
2013,02,03,12,00,00,407.062
2013,02,03,13,00,00,407.268
2013,02,03,14,00,00,407.068
2013,02,03,15,00,00,406.911
2013,02,03,16,00,00,407.26
2013,02,03,17,00,00,407.853
2013,02,03,18,00,00,407.949
2013,02,03,19,00,00,407.634
2013,02,03,20,00,00,408.168
2013,02,03,21,00,00,409.054
2013,02,03,22,00,00,409.291
2013,02,03,23,00,00,409.272
2013,02,04,00,00,00,409.096
2013,02,04,01,00,00,408.994
2013,02,04,02,00,00,408.863
