Year,Month,Day,Hour,Minute,Second,HYY_META.RHTd
2013,01,04,14,00,00,99.82633
2013,01,04,15,00,00,99.58983
2013,01,04,16,00,00,99.2025
2013,01,04,17,00,00,98.327
2013,01,04,18,00,00,96.7245
2013,01,04,19,00,00,95.47083
2013,01,04,20,00,00,94.8005
2013,01,04,21,00,00,94.34567
2013,01,04,22,00,00,93.00617
2013,01,04,23,00,00,93.17867
2013,01,05,00,00,00,93.0205
2013,01,05,01,00,00,92.43533
2013,01,05,02,00,00,92.1265
2013,01,05,03,00,00,92.54567
2013,01,05,04,00,00,93.31767
2013,01,05,05,00,00,93.96117
2013,01,05,06,00,00,95.02633
2013,01,05,07,00,00,95.2265
2013,01,05,08,00,00,94.58517
2013,01,05,09,00,00,94.38567
2013,01,05,10,00,00,94.2405
2013,01,05,11,00,00,94.17033
2013,01,05,12,00,00,93.86317
2013,01,05,13,00,00,91.995
2013,01,05,14,00,00,91.43383
2013,01,05,15,00,00,93.56633
2013,01,05,16,00,00,94.59533
2013,01,05,17,00,00,94.81533
2013,01,05,18,00,00,95.062
2013,01,05,19,00,00,95.52817
2013,01,05,20,00,00,95.61533
2013,01,05,21,00,00,95.29267
2013,01,05,22,00,00,95.00317
2013,01,05,23,00,00,95.0015
2013,01,06,00,00,00,94.733
2013,01,06,01,00,00,94.12683
2013,01,06,02,00,00,93.522
2013,01,06,03,00,00,92.69533
2013,01,06,04,00,00,92.16683
2013,01,06,05,00,00,92.17767
2013,01,06,06,00,00,93.14783
2013,01,06,07,00,00,93.55533
2013,01,06,08,00,00,92.86883
2013,01,06,09,00,00,92.00517
2013,01,06,10,00,00,91.833
2013,01,06,11,00,00,92.876
2013,01,06,12,00,00,93.03217
2013,01,06,13,00,00,92.626
2013,01,06,14,00,00,92.53017
2013,01,06,15,00,00,92.28483
2013,01,06,16,00,00,92.16283
2013,01,06,17,00,00,91.94383
2013,01,06,18,00,00,91.886
2013,01,06,19,00,00,91.8315
2013,01,06,20,00,00,91.47133
2013,01,06,21,00,00,90.94133
2013,01,06,22,00,00,90.681
2013,01,06,23,00,00,90.19983
2013,01,07,00,00,00,89.67667
2013,01,07,01,00,00,89.40417
2013,01,07,02,00,00,89.07983
2013,01,07,03,00,00,88.838
2013,01,07,04,00,00,89.116
2013,01,07,05,00,00,89.4885
2013,01,07,06,00,00,89.84217
2013,01,07,07,00,00,90.07583
2013,01,07,08,00,00,90.36217
2013,01,07,09,00,00,90.45967
2013,01,07,10,00,00,90.67317
2013,01,07,11,00,00,90.82817
2013,01,07,12,00,00,91.204
2013,01,07,13,00,00,91.76167
2013,01,07,14,00,00,91.83067
2013,01,07,15,00,00,91.881
2013,01,07,16,00,00,92.027
2013,01,07,17,00,00,92.4075
2013,01,07,18,00,00,92.557
2013,01,07,19,00,00,93.03483
2013,01,07,20,00,00,93.5355
2013,01,07,21,00,00,94.19433
2013,01,07,22,00,00,94.90983
2013,01,07,23,00,00,95.5545
2013,01,08,00,00,00,96.01217
2013,01,08,01,00,00,96.41617
2013,01,08,02,00,00,96.98467
2013,01,08,03,00,00,97.61133
2013,01,08,04,00,00,97.75733
2013,01,08,05,00,00,97.73583
2013,01,08,06,00,00,97.7325
2013,01,08,07,00,00,98.30783
2013,01,08,08,00,00,98.642
2013,01,08,09,00,00,98.9295
2013,01,08,10,00,00,99.16233
2013,01,08,11,00,00,99.411
2013,01,08,12,00,00,99.666
2013,01,08,13,00,00,99.88033
2013,01,08,14,00,00,99.90333
2013,01,08,15,00,00,99.90317
2013,01,08,16,00,00,99.90433
2013,01,08,17,00,00,99.877
2013,01,08,18,00,00,99.89967
2013,01,08,19,00,00,99.91033
2013,01,08,20,00,00,99.90817
2013,01,08,21,00,00,99.90883
2013,01,08,22,00,00,99.90983
2013,01,08,23,00,00,99.90783
2013,01,09,00,00,00,99.90783
2013,01,09,01,00,00,99.90783
2013,01,09,02,00,00,99.90867
2013,01,09,03,00,00,99.62883
2013,01,09,04,00,00,99.1705
2013,01,09,05,00,00,98.94367
2013,01,09,06,00,00,98.90983
2013,01,09,07,00,00,98.97433
2013,01,09,08,00,00,98.78317
2013,01,09,09,00,00,98.90433
2013,01,09,10,00,00,98.281
2013,01,09,11,00,00,97.64783
2013,01,09,12,00,00,96.9375
2013,01,09,13,00,00,96.61267
2013,01,09,14,00,00,96.08317
2013,01,09,15,00,00,95.74967
2013,01,09,16,00,00,95.44983
2013,01,09,17,00,00,95.72667
2013,01,09,18,00,00,95.64183
2013,01,09,19,00,00,95.683
2013,01,09,20,00,00,95.70683
2013,01,09,21,00,00,95.516
2013,01,09,22,00,00,95.21733
2013,01,09,23,00,00,94.181
2013,01,10,00,00,00,93.706
2013,01,10,01,00,00,93.74517
2013,01,10,02,00,00,94.47017
2013,01,10,03,00,00,94.61833
2013,01,10,04,00,00,94.51917
2013,01,10,05,00,00,94.661
2013,01,10,06,00,00,93.75717
2013,01,10,07,00,00,92.76233
2013,01,10,08,00,00,93.416
2013,01,10,09,00,00,92.98233
2013,01,10,10,00,00,93.62833
2013,01,10,11,00,00,94.168
2013,01,10,12,00,00,93.919
2013,01,10,13,00,00,93.19667
2013,01,10,14,00,00,93.1015
2013,01,10,15,00,00,93.2515
2013,01,10,16,00,00,93.73533
2013,01,10,17,00,00,93.7485
2013,01,10,18,00,00,91.85233
2013,01,10,19,00,00,91.62517
2013,01,10,20,00,00,92.08767
2013,01,10,21,00,00,91.568
2013,01,10,22,00,00,92.13067
2013,01,10,23,00,00,91.02433
2013,01,11,00,00,00,91.118
2013,01,11,01,00,00,90.97583
2013,01,11,02,00,00,91.24867
2013,01,11,03,00,00,92.36933
2013,01,11,04,00,00,92.04767
2013,01,11,05,00,00,91.46217
2013,01,11,06,00,00,92.47117
2013,01,11,07,00,00,91.45633
2013,01,11,08,00,00,90.81017
2013,01,11,09,00,00,90.7915
2013,01,11,10,00,00,91.3415
2013,01,11,11,00,00,91.43283
2013,01,11,12,00,00,90.25067
2013,01,11,13,00,00,90.77683
2013,01,11,14,00,00,91.46133
2013,01,11,15,00,00,91.357
2013,01,11,16,00,00,90.6155
2013,01,11,17,00,00,88.90367
2013,01,11,18,00,00,89.18033
2013,01,11,19,00,00,90.15867
2013,01,11,20,00,00,90.99833
2013,01,11,21,00,00,91.62967
2013,01,11,22,00,00,92.09617
2013,01,11,23,00,00,92.57317
2013,01,12,00,00,00,92.811
2013,01,12,01,00,00,92.59183
2013,01,12,02,00,00,92.47117
2013,01,12,03,00,00,92.12183
2013,01,12,04,00,00,91.21733
2013,01,12,05,00,00,90.823
2013,01,12,06,00,00,90.16283
2013,01,12,07,00,00,89.96933
2013,01,12,08,00,00,89.63333
2013,01,12,09,00,00,88.93783
2013,01,12,10,00,00,88.35083
2013,01,12,11,00,00,88.328
2013,01,12,12,00,00,88.546
2013,01,12,13,00,00,88.321
2013,01,12,14,00,00,87.8845
2013,01,12,15,00,00,87.11483
2013,01,12,16,00,00,86.47133
2013,01,12,17,00,00,86.78767
2013,01,12,18,00,00,88.23267
2013,01,12,19,00,00,89.23917
2013,01,12,20,00,00,90.19783
2013,01,12,21,00,00,90.64267
2013,01,12,22,00,00,91.25383
2013,01,12,23,00,00,91.50817
2013,01,13,00,00,00,91.92867
2013,01,13,01,00,00,92.2545
2013,01,13,02,00,00,92.76783
2013,01,13,03,00,00,93.0725
2013,01,13,04,00,00,93.268
2013,01,13,05,00,00,93.54767
2013,01,13,06,00,00,93.92217
2013,01,13,07,00,00,94.0765
2013,01,13,08,00,00,94.20033
2013,01,13,09,00,00,94.45667
2013,01,13,10,00,00,94.71167
2013,01,13,11,00,00,94.99617
2013,01,13,12,00,00,95.2995
2013,01,13,13,00,00,95.45067
2013,01,13,14,00,00,95.59717
2013,01,13,15,00,00,95.721
2013,01,13,16,00,00,95.89967
2013,01,13,17,00,00,95.99467
2013,01,13,18,00,00,95.9225
2013,01,13,19,00,00,95.83983
2013,01,13,20,00,00,95.62233
2013,01,13,21,00,00,95.28917
2013,01,13,22,00,00,95.09217
2013,01,13,23,00,00,94.78783
2013,01,14,00,00,00,94.57783
2013,01,14,01,00,00,94.80867
2013,01,14,02,00,00,95.136
2013,01,14,03,00,00,95.04633
2013,01,14,04,00,00,95.01733
2013,01,14,05,00,00,94.9
2013,01,14,06,00,00,94.978
2013,01,14,07,00,00,95.28017
2013,01,14,08,00,00,95.45583
2013,01,14,09,00,00,95.52933
2013,01,14,10,00,00,95.6855
2013,01,14,11,00,00,95.74533
2013,01,14,12,00,00,95.69067
2013,01,14,13,00,00,95.3505
2013,01,14,14,00,00,94.88017
2013,01,14,15,00,00,94.4685
2013,01,14,16,00,00,94.1715
2013,01,14,17,00,00,93.86633
2013,01,14,18,00,00,93.429
2013,01,14,19,00,00,92.69167
2013,01,14,20,00,00,92.14533
2013,01,14,21,00,00,91.78617
2013,01,14,22,00,00,91.60083
2013,01,14,23,00,00,91.20117
2013,01,15,00,00,00,90.70233
2013,01,15,01,00,00,90.85533
2013,01,15,02,00,00,91.29417
2013,01,15,03,00,00,91.5055
2013,01,15,04,00,00,91.0265
2013,01,15,05,00,00,89.49617
2013,01,15,06,00,00,88.07683
2013,01,15,07,00,00,89.81417
2013,01,15,08,00,00,90.66117
2013,01,15,09,00,00,91.32817
2013,01,15,10,00,00,91.52317
2013,01,15,11,00,00,91.933
2013,01,15,12,00,00,91.60967
2013,01,15,13,00,00,91.72483
2013,01,15,14,00,00,92.452
2013,01,15,15,00,00,92.36483
2013,01,15,16,00,00,93.00517
2013,01,15,17,00,00,92.62217
2013,01,15,18,00,00,93.0455
2013,01,15,19,00,00,93.6095
2013,01,15,20,00,00,94.171
2013,01,15,21,00,00,94.61533
2013,01,15,22,00,00,95.10383
2013,01,15,23,00,00,94.70467
2013,01,16,00,00,00,93.38333
2013,01,16,01,00,00,92.31933
2013,01,16,02,00,00,92.9565
2013,01,16,03,00,00,93.7205
2013,01,16,04,00,00,93.842
2013,01,16,05,00,00,93.657
2013,01,16,06,00,00,93.10033
2013,01,16,07,00,00,93.07317
2013,01,16,08,00,00,92.412
2013,01,16,09,00,00,92.61967
2013,01,16,10,00,00,92.54333
2013,01,16,11,00,00,91.30533
2013,01,16,12,00,00,90.83367
2013,01,16,13,00,00,90.31267
2013,01,16,14,00,00,90.48833
2013,01,16,15,00,00,90.9775
2013,01,16,16,00,00,91.41783
2013,01,16,17,00,00,91.6385
2013,01,16,18,00,00,91.5105
2013,01,16,19,00,00,90.76717
2013,01,16,20,00,00,90.402
2013,01,16,21,00,00,89.58133
2013,01,16,22,00,00,88.87583
2013,01,16,23,00,00,88.4185
2013,01,17,00,00,00,88.1825
2013,01,17,01,00,00,88.18083
2013,01,17,02,00,00,87.995
2013,01,17,03,00,00,88.17783
2013,01,17,04,00,00,87.545
2013,01,17,05,00,00,87.89517
2013,01,17,06,00,00,87.56533
2013,01,17,07,00,00,87.53867
2013,01,17,08,00,00,87.496
2013,01,17,09,00,00,87.59783
2013,01,17,10,00,00,87.07667
2013,01,17,11,00,00,86.6225
2013,01,17,12,00,00,86.6035
2013,01,17,13,00,00,85.57683
2013,01,17,14,00,00,85.39633
2013,01,17,15,00,00,85.71
2013,01,17,16,00,00,85.44833
2013,01,17,17,00,00,84.99167
2013,01,17,18,00,00,85.68567
2013,01,17,19,00,00,85.0705
2013,01,17,20,00,00,84.42633
2013,01,17,21,00,00,84.36883
2013,01,17,22,00,00,83.36617
2013,01,17,23,00,00,81.86183
2013,01,18,00,00,00,82.12717
2013,01,18,01,00,00,80.905
2013,01,18,02,00,00,80.59167
2013,01,18,03,00,00,80.69383
2013,01,18,04,00,00,77.43683
2013,01,18,05,00,00,78.82967
2013,01,18,06,00,00,75.37133
2013,01,18,07,00,00,73.21683
2013,01,18,08,00,00,73.36083
2013,01,18,09,00,00,70.351
2013,01,18,10,00,00,70.85917
2013,01,18,11,00,00,67.22017
2013,01,18,12,00,00,74.55167
2013,01,18,13,00,00,72.622
2013,01,18,14,00,00,74.61083
2013,01,18,15,00,00,76.57233
2013,01,18,16,00,00,77.52383
2013,01,18,17,00,00,81.02717
2013,01,18,18,00,00,83.94333
2013,01,18,19,00,00,84.31283
2013,01,18,20,00,00,83.77
2013,01,18,21,00,00,83.30167
2013,01,18,22,00,00,79.10733
2013,01,18,23,00,00,76.047
2013,01,19,00,00,00,74.78867
2013,01,19,01,00,00,72.21267
2013,01,19,02,00,00,71.22733
2013,01,19,03,00,00,76.22233
2013,01,19,04,00,00,82.764
2013,01,19,05,00,00,88.01
2013,01,19,06,00,00,87.69667
2013,01,19,07,00,00,88.781
2013,01,19,08,00,00,89.5265
2013,01,19,09,00,00,90.2005
2013,01,19,10,00,00,90.99633
2013,01,19,11,00,00,91.404
2013,01,19,12,00,00,92.1415
2013,01,19,13,00,00,93.11417
2013,01,19,14,00,00,93.1905
2013,01,19,15,00,00,92.68767
2013,01,19,16,00,00,92.5705
2013,01,19,17,00,00,92.79233
2013,01,19,18,00,00,93.06533
2013,01,19,19,00,00,93.141
2013,01,19,20,00,00,93.40733
2013,01,19,21,00,00,93.33867
2013,01,19,22,00,00,93.64167
2013,01,19,23,00,00,93.83967
2013,01,20,00,00,00,93.173
2013,01,20,01,00,00,92.4975
2013,01,20,02,00,00,92.19617
2013,01,20,03,00,00,90.9325
2013,01,20,04,00,00,90.4235
2013,01,20,05,00,00,89.93167
2013,01,20,06,00,00,89.606
2013,01,20,07,00,00,91.524
2013,01,20,08,00,00,91.44033
2013,01,20,09,00,00,90.2665
2013,01,20,10,00,00,89.84133
2013,01,20,11,00,00,89.31183
2013,01,20,12,00,00,88.95067
2013,01,20,13,00,00,89.00583
2013,01,20,14,00,00,88.68333
2013,01,20,15,00,00,88.533
2013,01,20,16,00,00,88.586
2013,01,20,17,00,00,88.86367
2013,01,20,18,00,00,88.77217
2013,01,20,19,00,00,88.89133
2013,01,20,20,00,00,89.43083
2013,01,20,21,00,00,89.34917
2013,01,20,22,00,00,89.38867
2013,01,20,23,00,00,89.42817
2013,01,21,00,00,00,89.29083
2013,01,21,01,00,00,88.912
2013,01,21,02,00,00,88.23433
2013,01,21,03,00,00,87.4135
2013,01,21,04,00,00,87.32117
2013,01,21,05,00,00,86.6765
2013,01,21,06,00,00,85.90133
2013,01,21,07,00,00,85.02667
2013,01,21,08,00,00,84.42283
2013,01,21,09,00,00,84.07283
2013,01,21,10,00,00,83.97117
2013,01,21,11,00,00,84.19583
2013,01,21,12,00,00,84.16833
2013,01,21,13,00,00,83.727
2013,01,21,14,00,00,84.56367
2013,01,21,15,00,00,86.837
2013,01,21,16,00,00,88.44683
2013,01,21,17,00,00,83.42183
2013,01,21,18,00,00,82.0015
2013,01,21,19,00,00,83.51817
2013,01,21,20,00,00,85.37483
2013,01,21,21,00,00,84.38467
2013,01,21,22,00,00,86.57067
2013,01,21,23,00,00,88.64833
2013,01,22,00,00,00,90.55367
2013,01,22,01,00,00,91.83867
2013,01,22,02,00,00,92.1335
2013,01,22,03,00,00,92.412
2013,01,22,04,00,00,92.45167
2013,01,22,05,00,00,92.39267
2013,01,22,06,00,00,92.273
2013,01,22,07,00,00,91.689
2013,01,22,08,00,00,91.11833
2013,01,22,09,00,00,91.03533
2013,01,22,10,00,00,90.55217
2013,01,22,11,00,00,90.47817
2013,01,22,12,00,00,90.056
2013,01,22,13,00,00,89.569
2013,01,22,14,00,00,90.84233
2013,01,22,15,00,00,91.86133
2013,01,22,16,00,00,93.50283
2013,01,22,17,00,00,93.6765
2013,01,22,18,00,00,94.17233
2013,01,22,19,00,00,93.18217
2013,01,22,20,00,00,92.12167
2013,01,22,21,00,00,91.50983
2013,01,22,22,00,00,91.57933
2013,01,22,23,00,00,91.941
2013,01,23,00,00,00,92.079
2013,01,23,01,00,00,92.08433
2013,01,23,02,00,00,92.11217
2013,01,23,03,00,00,91.80767
2013,01,23,04,00,00,91.76017
2013,01,23,05,00,00,91.98183
2013,01,23,06,00,00,91.09033
2013,01,23,07,00,00,90.52283
2013,01,23,08,00,00,89.8395
2013,01,23,09,00,00,88.27867
2013,01,23,10,00,00,89.01333
2013,01,23,11,00,00,88.9625
2013,01,23,12,00,00,90.18267
2013,01,23,13,00,00,90.33367
2013,01,23,14,00,00,90.07917
2013,01,23,15,00,00,91.58067
2013,01,23,16,00,00,93.03183
2013,01,23,17,00,00,93.203
2013,01,23,18,00,00,92.68333
2013,01,23,19,00,00,92.74667
2013,01,23,20,00,00,92.24033
2013,01,23,21,00,00,91.9005
2013,01,23,22,00,00,90.0495
2013,01,23,23,00,00,88.49288
2013,01,24,00,00,00,87.91367
2013,01,24,01,00,00,87.31433
2013,01,24,02,00,00,86.6105
2013,01,24,03,00,00,86.111
2013,01,24,04,00,00,85.8355
2013,01,24,05,00,00,85.70133
2013,01,24,06,00,00,85.62533
2013,01,24,07,00,00,85.88017
2013,01,24,08,00,00,85.62667
2013,01,24,09,00,00,85.71717
2013,01,24,10,00,00,86.53067
2013,01,24,11,00,00,87.42933
2013,01,24,12,00,00,87.70983
2013,01,24,13,00,00,87.05267
2013,01,24,14,00,00,87.89317
2013,01,24,15,00,00,89.6245
2013,01,24,16,00,00,90.07967
2013,01,24,17,00,00,90.5425
2013,01,24,18,00,00,90.424
2013,01,24,19,00,00,89.988
2013,01,24,20,00,00,89.61433
2013,01,24,21,00,00,90.52567
2013,01,24,22,00,00,90.681
2013,01,24,23,00,00,90.89817
2013,01,25,00,00,00,91.73583
2013,01,25,01,00,00,91.69733
2013,01,25,02,00,00,91.59017
2013,01,25,03,00,00,92.58617
2013,01,25,04,00,00,93.34983
2013,01,25,05,00,00,93.57
2013,01,25,06,00,00,92.73917
2013,01,25,07,00,00,92.2665
2013,01,25,08,00,00,92.10833
2013,01,25,09,00,00,92.15933
2013,01,25,10,00,00,92.766
2013,01,25,11,00,00,93.2175
2013,01,25,12,00,00,93.52433
2013,01,25,13,00,00,93.70683
2013,01,25,14,00,00,94.3425
2013,01,25,15,00,00,94.74033
2013,01,25,16,00,00,95.03067
2013,01,25,17,00,00,94.678
2013,01,25,18,00,00,94.31383
2013,01,25,19,00,00,94.22083
2013,01,25,20,00,00,93.6155
2013,01,25,21,00,00,93.73317
2013,01,25,22,00,00,93.5135
2013,01,25,23,00,00,93.16067
2013,01,26,00,00,00,93.20817
2013,01,26,01,00,00,92.154
2013,01,26,02,00,00,91.65967
2013,01,26,03,00,00,91.212
2013,01,26,04,00,00,90.7745
2013,01,26,05,00,00,91.42017
2013,01,26,06,00,00,91.35417
2013,01,26,07,00,00,91.0475
2013,01,26,08,00,00,90.67717
2013,01,26,09,00,00,91.73583
2013,01,26,10,00,00,92.49783
2013,01,26,11,00,00,93.13117
2013,01,26,12,00,00,93.59917
2013,01,26,13,00,00,95.0465
2013,01,26,14,00,00,94.87733
2013,01,26,15,00,00,93.45433
2013,01,26,16,00,00,92.97933
2013,01,26,17,00,00,93.31067
2013,01,26,18,00,00,93.257
2013,01,26,19,00,00,92.89533
2013,01,26,20,00,00,90.0345
2013,01,26,21,00,00,89.8175
2013,01,26,22,00,00,89.672
2013,01,26,23,00,00,89.619
2013,01,27,00,00,00,88.4065
2013,01,27,01,00,00,86.75283
2013,01,27,02,00,00,86.1325
2013,01,27,03,00,00,87.94817
2013,01,27,04,00,00,91.3095
2013,01,27,05,00,00,91.94967
2013,01,27,06,00,00,90.3515
2013,01,27,07,00,00,91.6355
2013,01,27,08,00,00,95.23667
2013,01,27,09,00,00,92.47117
2013,01,27,10,00,00,91.48117
2013,01,27,11,00,00,90.95
2013,01,27,12,00,00,92.18517
2013,01,27,13,00,00,92.187
2013,01,27,14,00,00,93.02533
2013,01,27,15,00,00,94.16083
2013,01,27,16,00,00,94.811
2013,01,27,17,00,00,94.24183
2013,01,27,18,00,00,93.89083
2013,01,27,19,00,00,95.25467
2013,01,27,20,00,00,94.28533
2013,01,27,21,00,00,93.36967
2013,01,27,22,00,00,93.00483
2013,01,27,23,00,00,93.3695
2013,01,28,00,00,00,94.11233
2013,01,28,01,00,00,94.11233
2013,01,28,02,00,00,94.242
2013,01,28,03,00,00,94.31367
2013,01,28,04,00,00,94.1555
2013,01,28,05,00,00,93.9145
2013,01,28,06,00,00,93.60567
2013,01,28,07,00,00,93.50017
2013,01,28,08,00,00,93.31117
2013,01,28,09,00,00,93.01367
2013,01,28,10,00,00,92.74167
2013,01,28,11,00,00,92.5425
2013,01,28,12,00,00,92.74717
2013,01,28,13,00,00,93.73017
2013,01,28,14,00,00,94.382
2013,01,28,15,00,00,94.90967
2013,01,28,16,00,00,95.46383
2013,01,28,17,00,00,95.90483
2013,01,28,18,00,00,95.81283
2013,01,28,19,00,00,96.38683
2013,01,28,20,00,00,97.045
2013,01,28,21,00,00,97.94467
2013,01,28,22,00,00,98.57917
2013,01,28,23,00,00,99.29617
2013,01,29,00,00,00,99.63583
2013,01,29,01,00,00,99.07217
2013,01,29,02,00,00,98.87483
2013,01,29,03,00,00,99.01617
2013,01,29,04,00,00,99.25833
2013,01,29,05,00,00,99.36367
2013,01,29,06,00,00,98.572
2013,01,29,07,00,00,98.22167
2013,01,29,08,00,00,98.00283
2013,01,29,09,00,00,97.73833
2013,01,29,10,00,00,96.73833
2013,01,29,11,00,00,95.83667
2013,01,29,12,00,00,95.9285
2013,01,29,13,00,00,95.73867
2013,01,29,14,00,00,95.84417
2013,01,29,15,00,00,95.47683
2013,01,29,16,00,00,95.02233
2013,01,29,17,00,00,92.65333
2013,01,29,18,00,00,93.4325
2013,01,29,19,00,00,94.241
2013,01,29,20,00,00,94.3395
2013,01,29,21,00,00,94.84117
2013,01,29,22,00,00,94.85883
2013,01,29,23,00,00,94.43967
2013,01,30,00,00,00,93.851
2013,01,30,01,00,00,94.828
2013,01,30,02,00,00,95.978
2013,01,30,03,00,00,96.56783
2013,01,30,04,00,00,96.27983
2013,01,30,05,00,00,96.66833
2013,01,30,06,00,00,96.11083
2013,01,30,07,00,00,94.18583
2013,01,30,08,00,00,94.01533
2013,01,30,09,00,00,94.72783
2013,01,30,10,00,00,95.47467
2013,01,30,11,00,00,95.58533
2013,01,30,12,00,00,95.739
2013,01,30,13,00,00,96.65433
2013,01,30,14,00,00,97.7885
2013,01,30,15,00,00,97.9845
2013,01,30,16,00,00,98.494
2013,01,30,17,00,00,98.8875
2013,01,30,18,00,00,99.21217
2013,01,30,19,00,00,99.472
2013,01,30,20,00,00,99.44467
2013,01,30,21,00,00,99.011
2013,01,30,22,00,00,99.12233
2013,01,30,23,00,00,99.8405
2013,01,31,00,00,00,99.8885
2013,01,31,01,00,00,99.88667
2013,01,31,02,00,00,99.86483
2013,01,31,03,00,00,99.53283
2013,01,31,04,00,00,99.747
2013,01,31,05,00,00,99.87767
2013,01,31,06,00,00,99.89352
2013,01,31,07,00,00,99.89067
2013,01,31,08,00,00,99.889
2013,01,31,09,00,00,99.89267
2013,01,31,10,00,00,99.89333
2013,01,31,11,00,00,99.89167
2013,01,31,12,00,00,99.88733
2013,01,31,13,00,00,99.88667
2013,01,31,14,00,00,99.88683
2013,01,31,15,00,00,99.88583
2013,01,31,16,00,00,99.88683
2013,01,31,17,00,00,99.8885
2013,01,31,18,00,00,99.8875
2013,01,31,19,00,00,99.8875
2013,01,31,20,00,00,99.89167
2013,01,31,21,00,00,99.89017
2013,01,31,22,00,00,99.88833
2013,01,31,23,00,00,99.83917
2013,02,01,00,00,00,98.774
2013,02,01,01,00,00,95.09633
2013,02,01,02,00,00,93.65483
2013,02,01,03,00,00,94.272
2013,02,01,04,00,00,95.786
2013,02,01,05,00,00,95.85683
2013,02,01,06,00,00,95.59367
2013,02,01,07,00,00,95.602
2013,02,01,08,00,00,95.73933
2013,02,01,09,00,00,95.68267
2013,02,01,10,00,00,95.3555
2013,02,01,11,00,00,94.75167
2013,02,01,12,00,00,94.62817
2013,02,01,13,00,00,94.50167
2013,02,01,14,00,00,93.11633
2013,02,01,15,00,00,93.77567
2013,02,01,16,00,00,95.02317
2013,02,01,17,00,00,95.48533
2013,02,01,18,00,00,94.76617
2013,02,01,19,00,00,94.43
2013,02,01,20,00,00,93.52517
2013,02,01,21,00,00,93.72083
2013,02,01,22,00,00,93.5095
2013,02,01,23,00,00,92.2805
2013,02,02,00,00,00,92.81833
2013,02,02,01,00,00,93.255
2013,02,02,02,00,00,93.53583
2013,02,02,03,00,00,93.4065
2013,02,02,04,00,00,94.00733
2013,02,02,05,00,00,94.88933
2013,02,02,06,00,00,95.6785
2013,02,02,07,00,00,95.4435
2013,02,02,08,00,00,94.79483
2013,02,02,09,00,00,94.8695
2013,02,02,10,00,00,94.78433
2013,02,02,11,00,00,94.50583
2013,02,02,12,00,00,94.472
